block,iucr,primary_type,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,latitude,longitude
048XX W CHICAGO AVE,0910,MOTOR VEHICLE THEFT,True,False,1531,15.0,37.0,25.0,07,1143907.0,1904871.0,2015,41.894993069,-87.746918939
103XX S INDIANA AVE,0320,ROBBERY,False,False,512,5.0,9.0,49.0,03,1179413.0,1836277.0,2012,41.706025026999995,-87.618610354
050XX S MARSHFIELD AVE,1310,CRIMINAL DAMAGE,False,False,931,9.0,16.0,61.0,14,1166194.0,1871194.0,2007,41.802133036,-87.666025746
0000X E JACKSON BLVD,0890,THEFT,False,False,123,1.0,2.0,32.0,06,1176659.0,1899008.0,2005,41.878227412,-87.626807395
102XX S EGGLESTON AVE,0460,BATTERY,False,False,2232,22.0,9.0,73.0,08B,1175317.0,1836842.0,2005,41.707667777,-87.633592761
060XX N BROADWAY,0860,THEFT,True,False,2433,24.0,48.0,77.0,06,1167213.0,1940125.0,2003,41.991262667,-87.66030555799999
091XX S NORMAL AVE,1130,DECEPTIVE PRACTICE,False,False,2223,22.0,21.0,73.0,11,1174568.0,1844368.0,2006,41.728336844,-87.63611242
009XX E 83RD ST,0486,BATTERY,False,True,631,6.0,8.0,44.0,08B,1183757.0,1850156.0,2005,41.744010582,-87.602271433
015XX W GRAND AVE,0560,ASSAULT,False,False,1215,12.0,26.0,24.0,08A,1165894.0,1903574.0,2015,41.890993242,-87.666203484
044XX N ST LOUIS AVE,0620,BURGLARY,False,False,1723,17.0,33.0,14.0,05,1152255.0,1929295.0,2006,41.961853891,-87.715612459
027XX S STATE ST,2095,NARCOTICS,True,False,2113,1.0,3.0,35.0,18,1176730.0,1886544.0,2006,41.844023772,-87.62692325299999
033XX N HARDING AVE,1310,CRIMINAL DAMAGE,False,False,1732,17.0,30.0,21.0,14,1149475.0,1921816.0,2004,41.941385479000004,-87.726028252
059XX S MAY ST,1195,DECEPTIVE PRACTICE,False,False,712,7.0,16.0,68.0,11,1169667.0,1865410.0,2003,41.786186388000004,-87.653456601
038XX W 24TH ST,0320,ROBBERY,True,False,1013,10.0,22.0,30.0,03,1151195.0,1887787.0,2013,41.847972841,-87.72059971700001
064XX S ROCKWELL ST,0620,BURGLARY,True,False,825,8.0,15.0,66.0,05,1160145.0,1861903.0,2010,41.776764004,-87.688465583
062XX S VERNON AVE,0820,THEFT,False,False,313,3.0,20.0,42.0,06,1180322.0,1863762.0,2015,41.781426277,-87.614440844
050XX S PAULINA ST,0486,BATTERY,False,True,931,9.0,16.0,61.0,08B,1165863.0,1871262.0,2013,41.802326681,-87.66723772799999
009XX W WEED ST,0460,BATTERY,False,False,1822,18.0,32.0,8.0,08B,1169697.0,1910457.0,2005,41.909798633,-87.65203628100001
049XX S CHICAGO BEACH DR,0810,THEFT,False,False,2132,2.0,4.0,39.0,06,1188221.0,1872737.0,2010,41.805869465,-87.585195364
074XX S MERRILL AVE,2820,OTHER OFFENSE,False,True,333,3.0,5.0,43.0,26,1191843.0,1855973.0,2005,41.759780594,-87.57245554100001
076XX S STEWART AVE,1754,OFFENSE INVOLVING CHILDREN,False,False,623,6.0,17.0,69.0,02,1174949.0,1854283.0,2012,41.755536391999996,-87.63442175799999
024XX E 103RD ST,0530,ASSAULT,True,False,431,4.0,10.0,51.0,04A,1194084.0,1837159.0,2010,41.70809863,-87.564858109
014XX W IRVING PARK RD,2825,OTHER OFFENSE,False,False,1923,19.0,47.0,6.0,26,1165958.0,1926660.0,2002,41.954341215999996,-87.665307966
069XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,False,False,322,3.0,6.0,69.0,14,1180118.0,1859049.0,2013,41.76849801,-87.615333008
020XX N KOSTNER AVE,1751,OFFENSE INVOLVING CHILDREN,False,True,2522,25.0,31.0,20.0,20,1146722.0,1913393.0,2013,41.918325061,-87.73636225799999
076XX S HONORE ST,0486,BATTERY,False,True,611,6.0,18.0,71.0,08B,1165343.0,1854061.0,2011,41.755135945999996,-87.669631675
012XX N MAPLEWOOD AVE,0460,BATTERY,False,False,1423,14.0,26.0,24.0,08B,1159180.0,1908112.0,2009,41.903586495999996,-87.690735859
010XX W 70TH ST,0486,BATTERY,False,True,733,7.0,17.0,68.0,08B,1170386.0,1858396.0,2005,41.766923496,-87.65102443299999
073XX N RIDGE BLVD,1150,DECEPTIVE PRACTICE,False,False,2411,24.0,49.0,2.0,11,1160713.0,1948667.0,2013,42.014839859,-87.683975942
042XX N LINCOLN AVE,0870,THEFT,False,False,1911,19.0,47.0,5.0,06,1161505.0,1928056.0,2015,41.958265994,-87.681638768
027XX W ROSEMONT AVE,0910,MOTOR VEHICLE THEFT,False,False,2413,24.0,50.0,2.0,07,1156964.0,1941698.0,2008,41.995793879000004,-87.69796117799999
069XX S RACINE AVE,1310,CRIMINAL DAMAGE,False,False,734,7.0,17.0,67.0,14,1169517.0,1858834.0,2006,41.768144295999996,-87.654196988
089XX S BENNETT AVE,0610,BURGLARY,False,False,413,4.0,8.0,48.0,05,1190406.0,1846070.0,2003,41.732640618000005,-87.57804062299999
019XX W VAN BUREN ST,0810,THEFT,False,False,1211,12.0,2.0,28.0,06,1163664.0,1898176.0,2005,41.876227971,-87.674545335
026XX S KEELER AVE,0910,MOTOR VEHICLE THEFT,False,False,1031,10.0,22.0,30.0,07,1148809.0,1886216.0,2006,41.843708196,-87.72939706
004XX W PERSHING RD,1320,CRIMINAL DAMAGE,False,False,925,9.0,11.0,60.0,14,1174160.0,1879073.0,2008,41.823580335,-87.636576974
041XX W VAN BUREN ST,0460,BATTERY,False,False,1132,11.0,24.0,26.0,08B,1148912.0,1897702.0,2005,41.875225201,-87.72872223600001
035XX W WOLFRAM ST,0460,BATTERY,False,False,1412,14.0,35.0,21.0,08B,1152435.0,1918726.0,2008,41.932848216,-87.715230894
017XX N CICERO AVE,2860,PUBLIC PEACE VIOLATION,True,False,2533,25.0,37.0,25.0,24,1144138.0,1910967.0,2005,41.911716829,-87.74591721600001
105XX S CALUMET AVE,0486,BATTERY,False,False,512,5.0,9.0,49.0,08B,1180442.0,1835232.0,2017,41.703133909,-87.614874175
002XX N PARKSIDE AVE,5007,OTHER OFFENSE,False,False,1512,15.0,29.0,25.0,26,1138552.0,1901156.0,2015,41.88489739,-87.766676821
021XX W 68TH PL,0486,BATTERY,False,True,726,7.0,17.0,67.0,08B,1163332.0,1859212.0,2014,41.769313357,-87.676857412
023XX E 93RD ST,0430,BATTERY,False,False,413,4.0,7.0,48.0,04B,1193360.0,1843756.0,2014,41.726219145,-87.567294437
038XX W GLADYS AVE,2095,NARCOTICS,True,False,1133,11.0,28.0,26.0,18,1150830.0,1898080.0,2004,41.876225184,-87.721670158
113XX S HOMAN AVE,1811,NARCOTICS,True,False,2211,22.0,19.0,74.0,18,1155725.0,1829249.0,2006,41.687245639000004,-87.70554241100001
098XX S AVENUE L,0486,BATTERY,False,True,432,4.0,10.0,52.0,08B,1201799.0,1840511.0,2012,41.71710438,-87.53649244399999
100XX W OHARE ST,0820,THEFT,True,False,1651,16.0,41.0,76.0,06,1100658.0,1934241.0,2008,41.976290414,-87.905227221
023XX N NARRAGANSETT AVE,0460,BATTERY,False,False,2512,25.0,29.0,19.0,08B,1133357.0,1915054.0,2010,41.923127839,-87.785428039
026XX S CALIFORNIA AVE,3960,INTIMIDATION,False,False,1033,10.0,12.0,30.0,26,1158126.0,1886449.0,2006,41.844162699,-87.695199039
069XX S STATE ST,0430,BATTERY,False,False,322,7.0,6.0,69.0,04B,1177495.0,1859111.0,2005,41.768727829,-87.624945647
029XX W SCHOOL ST,1310,CRIMINAL DAMAGE,False,False,1733,17.0,33.0,21.0,14,1156201.0,1921813.0,2002,41.941243826,-87.701307506
032XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,False,False,2112,2.0,2.0,35.0,06,1179339.0,1883691.0,2008,41.836135653,-87.617436092
058XX S BLACKSTONE AVE,033A,ROBBERY,True,False,2133,2.0,5.0,41.0,03,1186911.0,1866560.0,2009,41.78895051,-87.59019572700001
076XX S EGGLESTON AVE,0486,BATTERY,False,True,621,6.0,17.0,69.0,08B,1174618.0,1854247.0,2015,41.755444976,-87.63563585600001
018XX N KEYSTONE AVE,031A,ROBBERY,False,False,2534,25.0,30.0,20.0,03,1149093.0,1911923.0,2003,41.914245621,-87.72768909700001
084XX S MACKINAW AVE,0560,ASSAULT,False,False,424,4.0,10.0,46.0,08A,1199935.0,1849745.0,2005,41.74249032,-87.54300876799999
072XX S CLAREMONT AVE,0820,THEFT,False,False,832,8.0,18.0,66.0,06,1161989.0,1856623.0,2007,41.762236795,-87.68185213
033XX W PERSHING RD,502P,OTHER OFFENSE,True,False,821,8.0,14.0,58.0,26,1154793.0,1878547.0,2007,41.822545936,-87.707641842
048XX S SHIELDS AVE,0486,BATTERY,False,True,935,9.0,3.0,37.0,08B,1174771.0,1872976.0,2009,41.806835985,-87.63451735
033XX N SOUTHPORT AVE,0890,THEFT,False,False,1924,19.0,44.0,6.0,06,1166380.0,1922242.0,2010,41.942208986,-87.663883496
005XX S CAMPBELL AVE,1310,CRIMINAL DAMAGE,False,False,1135,11.0,2.0,28.0,14,1159817.0,1897564.0,2012,41.874628744,-87.68868709
008XX E 65TH ST,1320,CRIMINAL DAMAGE,False,False,312,3.0,20.0,42.0,14,1182776.0,1862091.0,2012,41.776784246999995,-87.60549587
038XX W WILCOX ST,0325,ROBBERY,False,False,1122,11.0,28.0,26.0,03,1150861.0,1899063.0,2016,41.878922038,-87.721530608
036XX W CHICAGO AVE,0910,MOTOR VEHICLE THEFT,True,False,1112,11.0,27.0,23.0,07,1152155.0,1905098.0,2006,41.895457291,-87.716619992
010XX W BELMONT AVE,0460,BATTERY,False,False,1924,19.0,44.0,6.0,08B,1168917.0,1921422.0,2002,41.939904123000005,-87.654582812
074XX W IRVING PARK RD,0890,THEFT,False,False,1631,16.0,36.0,17.0,06,1125811.0,1925761.0,2009,41.95263814,-87.812916442
025XX W 25TH ST,1360,CRIMINAL TRESPASS,True,False,1034,10.0,12.0,31.0,26,1159925.0,1887330.0,2006,41.846543388,-87.68857274
003XX W 35TH ST,0460,BATTERY,False,False,925,9.0,11.0,34.0,08B,1174431.0,1881739.0,2009,41.830890036999996,-87.635503335
061XX S THROOP ST,051A,ASSAULT,True,False,713,7.0,16.0,67.0,04A,1168680.0,1863955.0,2012,41.782215053,-87.65711738899999
063XX W FULLERTON AVE,0486,BATTERY,False,True,2512,25.0,29.0,19.0,08B,1133552.0,1915261.0,2018,41.92369245,-87.784706661
024XX W BERWYN AVE,0486,BATTERY,False,True,2011,20.0,40.0,4.0,08B,1158975.0,1935115.0,2012,41.977688669,-87.69074534
015XX N SEDGWICK ST,0320,ROBBERY,False,False,1821,18.0,43.0,8.0,03,1173367.0,1910509.0,2010,41.909860541,-87.638552799
003XX W OAK ST,1350,CRIMINAL TRESPASS,True,False,1823,18.0,27.0,8.0,26,1173484.0,1907095.0,2006,41.900489748000005,-87.638224621
007XX W 48TH PL,1330,CRIMINAL TRESPASS,False,False,935,9.0,11.0,61.0,26,1172210.0,1872709.0,2004,41.806160067,-87.643918091
083XX S DORCHESTER AVE,0486,BATTERY,True,False,412,4.0,8.0,45.0,08B,1186988.0,1850038.0,2004,41.743610843,-87.59043662799999
072XX S DORCHESTER AVE,031A,ROBBERY,False,False,324,3.0,5.0,43.0,03,1186788.0,1857455.0,2004,41.763968536,-87.590934926
106XX S LEAVITT ST,0870,THEFT,False,False,2212,22.0,19.0,72.0,06,1163594.0,1834107.0,2017,41.700415864,-87.67659922600001
002XX E 55TH PL,1661,GAMBLING,True,False,231,2.0,20.0,40.0,19,1178654.0,1868271.0,2013,41.793837515999996,-87.620418988
081XX S ARTESIAN AVE,0910,MOTOR VEHICLE THEFT,False,False,835,8.0,18.0,70.0,07,1161442.0,1850618.0,2004,41.745769527,-87.684023075
042XX W WASHINGTON BLVD,0430,BATTERY,False,False,1115,11.0,28.0,26.0,04B,1148212.0,1900158.0,2008,41.881978249,-87.73122911899999
007XX S KILBOURN AVE,0486,BATTERY,False,True,1131,11.0,24.0,26.0,08B,1146447.0,1896199.0,2005,41.871148079,-87.737811112
003XX W 106TH ST,1310,CRIMINAL DAMAGE,False,True,512,5.0,34.0,49.0,14,1175962.0,1834636.0,2011,41.70159979,-87.631296618
052XX N SAWYER AVE,0610,BURGLARY,False,False,1712,17.0,39.0,13.0,05,1153763.0,1934716.0,2005,41.976699477,-87.709923134
027XX N MELVINA AVE,2012,NARCOTICS,True,False,2512,25.0,29.0,19.0,18,1134604.0,1917524.0,2010,41.929883849,-87.780787561
120XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,False,False,532,5.0,9.0,53.0,14,1179016.0,1824854.0,2007,41.674687705,-87.620410327
006XX N MICHIGAN AVE,0890,THEFT,False,False,1834,18.0,42.0,8.0,06,1177327.0,1904307.0,2018,41.892753031,-87.62419389600001
030XX W 64TH ST,0610,BURGLARY,False,False,823,8.0,15.0,66.0,05,1157312.0,1862045.0,2011,41.7772115,-87.69884749200001
040XX W ARMITAGE AVE,3800,INTERFERENCE WITH PUBLIC OFFICER,True,False,2525,25.0,30.0,20.0,26,1148925.0,1912978.0,2004,41.917143896,-87.728278963
017XX E 84TH ST,0610,BURGLARY,False,False,412,4.0,8.0,45.0,05,1189248.0,1849627.0,2010,41.742429181999995,-87.582169094
050XX W JACKSON BLVD,0820,THEFT,False,False,1533,15.0,28.0,25.0,06,1142993.0,1898205.0,2006,41.876717854,-87.750442158
006XX E 102ND ST,0486,BATTERY,False,True,511,5.0,9.0,49.0,08B,1182173.0,1837464.0,2007,41.709219003,-87.608466908
068XX S CARPENTER ST,0910,MOTOR VEHICLE THEFT,False,False,724,7.0,17.0,68.0,07,1170494.0,1859410.0,2004,41.769703686,-87.65059906799999
023XX N KEYSTONE AVE,143A,WEAPONS VIOLATION,True,False,2525,25.0,31.0,20.0,15,1148998.0,1915148.0,2002,41.923097164,-87.72795447700001
011XX W WILSON AVE,1330,CRIMINAL TRESPASS,True,False,2311,19.0,46.0,3.0,26,1167916.0,1930703.0,2005,41.965393249,-87.65799298399999
009XX E 84TH PL,1320,CRIMINAL DAMAGE,False,False,632,6.0,8.0,44.0,14,1184174.0,1849164.0,2005,41.741278696,-87.600774465
014XX N KINGSBURY ST,2820,OTHER OFFENSE,False,False,1822,18.0,32.0,8.0,26,1169940.0,1909568.0,2015,41.907353866,-87.651169579
0000X N KEDZIE AVE,0486,BATTERY,False,True,1331,12.0,28.0,27.0,08B,1155039.0,1900265.0,2011,41.882137696,-87.706157436
057XX S RACINE AVE,2092,NARCOTICS,True,False,713,7.0,16.0,67.0,26,1169298.0,1866822.0,2007,41.79006908,-87.654768679
008XX E 89TH ST,1310,CRIMINAL DAMAGE,False,False,633,6.0,8.0,44.0,14,1183372.0,1846144.0,2012,41.733010177,-87.603806708
093XX S MAY ST,501A,OTHER OFFENSE,False,False,2222,22.0,21.0,73.0,26,1170297.0,1842811.0,2004,41.724158078,-87.65180310299999
017XX W 71ST ST,143A,WEAPONS VIOLATION,True,False,735,7.0,17.0,67.0,15,1166014.0,1857614.0,2015,41.764871636,-87.66707178799999
081XX S COTTAGE GROVE AVE,1513,PROSTITUTION,True,False,631,6.0,8.0,44.0,16,1182973.0,1851185.0,2004,41.746852511,-87.605112145
086XX S STONY ISLAND AVE,0320,ROBBERY,False,False,412,4.0,8.0,45.0,03,1188432.0,1847826.0,2006,41.737506567,-87.585216242
094XX S LAFAYETTE AVE,1821,NARCOTICS,True,False,634,6.0,21.0,49.0,18,1177601.0,1842215.0,2014,41.72236078,-87.625066872
077XX S MORGAN ST,0430,BATTERY,False,False,612,6.0,17.0,71.0,04B,1170988.0,1853433.0,2003,41.753291267,-87.64896258799999
008XX N LAVERGNE AVE,1811,NARCOTICS,True,False,1531,15.0,37.0,25.0,18,1142873.0,1904951.0,2003,41.895231929,-87.75071459799999
081XX S PHILLIPS AVE,0820,THEFT,False,False,422,4.0,7.0,46.0,06,1193929.0,1851526.0,2013,41.74752679,-87.564956072
023XX N CAMPBELL AVE,1320,CRIMINAL DAMAGE,False,False,1431,14.0,1.0,22.0,14,1159501.0,1915400.0,2009,41.923578718,-87.689355748
013XX W HOWARD ST,0610,BURGLARY,False,False,2422,24.0,49.0,1.0,05,1165816.0,1950318.0,2007,42.019262463000004,-87.66515146
088XX S DANTE AVE,2820,OTHER OFFENSE,False,True,412,4.0,8.0,48.0,26,1187328.0,1846725.0,2008,41.734511574,-87.58929581
004XX W SULLIVAN ST,2820,OTHER OFFENSE,False,False,1821,18.0,27.0,8.0,26,1173300.0,1909077.0,2005,41.905932549,-87.638841519
031XX W 59TH ST,031A,ROBBERY,False,False,824,8.0,16.0,66.0,03,1156281.0,1865335.0,2012,41.786260554,-87.702538679
014XX W CHICAGO AVE,0610,BURGLARY,False,False,1213,12.0,27.0,24.0,05,1166375.0,1905446.0,2013,41.896119869,-87.664383415
048XX S LAKE PARK AVE,0820,THEFT,False,False,222,2.0,4.0,39.0,06,1186842.0,1873319.0,2015,41.807499342,-87.59023448200001
022XX W NORTH AVE,0890,THEFT,False,False,1434,14.0,1.0,24.0,06,1161338.0,1910607.0,2016,41.910388332,-87.682739523
030XX N RUTHERFORD AVE,0630,BURGLARY,False,False,2511,25.0,36.0,18.0,05,1130894.0,1919398.0,2017,41.935091127,-87.79437780299999
026XX N WESTERN AVE,0810,THEFT,False,False,1411,14.0,1.0,22.0,06,1159915.0,1917314.0,2006,41.928822325,-87.687781609
012XX W JARVIS AVE,0486,BATTERY,False,True,2423,24.0,49.0,1.0,08B,1166141.0,1949176.0,2014,42.016121833,-87.66398836799999
007XX N LOTUS AVE,2095,NARCOTICS,True,False,1524,15.0,37.0,25.0,18,1139777.0,1904454.0,2005,41.893925228,-87.762097739
086XX S STATE ST,2028,NARCOTICS,True,False,632,6.0,21.0,44.0,18,1177802.0,1847510.0,2015,41.736886394,-87.624170849
072XX S PEORIA ST,1563,SEX OFFENSE,False,False,733,7.0,17.0,68.0,17,1171559.0,1856827.0,2005,41.762592351,-87.64677082899999
016XX W 57TH ST,0560,ASSAULT,False,True,715,7.0,15.0,67.0,08A,1166180.0,1866906.0,2007,41.790366549,-87.666199134
027XX S LOWE AVE,1365,CRIMINAL TRESPASS,False,False,923,9.0,11.0,60.0,26,1172408.0,1886540.0,2008,41.844109251,-87.64278417700001
064XX N OAKLEY AVE,1811,NARCOTICS,True,False,2412,24.0,50.0,2.0,18,1159809.0,1942720.0,2010,41.99853988,-87.68746740700001
009XX W SHERIDAN RD,2870,PUBLIC PEACE VIOLATION,True,False,2324,19.0,46.0,6.0,24,1169153.0,1926083.0,2008,41.952688965,-87.65357958799999
016XX W 44TH ST,0560,ASSAULT,False,True,924,9.0,12.0,61.0,08A,1166171.0,1875535.0,2013,41.814045724,-87.665986477
0000X S LOTUS AVE,2024,NARCOTICS,True,False,1522,15.0,29.0,25.0,18,1139889.0,1899349.0,2015,41.879914419,-87.76181126600001
119XX S EMERALD AVE,2027,NARCOTICS,True,False,524,5.0,34.0,53.0,18,1173471.0,1825682.0,2005,41.677083975,-87.64068147799999
013XX W ESTES AVE,1210,DECEPTIVE PRACTICE,False,False,2423,24.0,49.0,1.0,11,1166060.0,1947524.0,2004,42.011590459000004,-87.664333931
0000X N STATE ST,0860,THEFT,True,False,122,1.0,42.0,32.0,06,1176365.0,1900502.0,2005,41.88233367,-87.62784179100001
052XX W FERDINAND ST,2095,NARCOTICS,True,False,1523,15.0,28.0,25.0,18,1141336.0,1902645.0,2005,41.888932488,-87.75641663299999
056XX S ELIZABETH ST,0496,BATTERY,True,True,713,7.0,16.0,67.0,04B,1168949.0,1867477.0,2006,41.791874028,-87.656029442
030XX N GREENVIEW AVE,0890,THEFT,False,False,1932,19.0,32.0,6.0,06,1165775.0,1920432.0,2019,41.937255198,-87.66615890700001
054XX N EAST RIVER RD,0840,THEFT,False,False,1614,16.0,41.0,76.0,06,1116632.0,1934938.0,2007,41.977968974,-87.84646804100001
001XX W 112TH PL,0820,THEFT,False,False,522,5.0,34.0,49.0,06,1177371.0,1830357.0,2008,41.68982596,-87.62626595299999
010XX N LAMON AVE,0560,ASSAULT,True,True,1531,15.0,37.0,25.0,08A,1143501.0,1906635.0,2011,41.899841292,-87.74836591299999
056XX S WOOD ST,0460,BATTERY,False,False,715,7.0,15.0,67.0,08B,1165309.0,1867385.0,2008,41.791699486999995,-87.669379304
056XX S STATE ST,1320,CRIMINAL DAMAGE,False,False,233,2.0,3.0,40.0,14,1177238.0,1867586.0,2003,41.791989915,-87.625632009
012XX S HOMAN AVE,051B,ASSAULT,False,False,1021,10.0,24.0,29.0,04A,1153894.0,1894246.0,2006,41.865643805,-87.710522266
055XX S BISHOP ST,1120,DECEPTIVE PRACTICE,False,False,713,7.0,16.0,67.0,10,1167610.0,1867988.0,2013,41.793305116,-87.66092466399999
022XX S STATE ST,1350,CRIMINAL TRESPASS,True,False,134,1.0,3.0,33.0,26,1176664.0,1889536.0,2005,41.852235525,-87.62707515700001
049XX W 43RD ST,2027,NARCOTICS,True,False,814,8.0,23.0,56.0,18,1143944.0,1875413.0,2009,41.814155671,-87.747521175
085XX S ABERDEEN ST,1320,CRIMINAL DAMAGE,False,False,613,6.0,21.0,71.0,14,1170473.0,1848278.0,2008,41.739156477,-87.65099967
016XX W 19TH ST,1320,CRIMINAL DAMAGE,False,False,1234,12.0,25.0,31.0,14,1165648.0,1890800.0,2016,41.855945568,-87.66747084299999
016XX N HARDING AVE,1320,CRIMINAL DAMAGE,False,False,2535,25.0,30.0,23.0,14,1149795.0,1910708.0,2006,41.910897914,-87.725141694
077XX S ESSEX AVE,1811,NARCOTICS,True,False,421,4.0,7.0,43.0,18,1194204.0,1854115.0,2006,41.754624469,-87.56386356799999
022XX S STATE ST,1350,CRIMINAL TRESPASS,True,False,134,1.0,3.0,33.0,26,1176664.0,1889529.0,2006,41.852216317,-87.62707536799999
003XX E OHIO ST,0820,THEFT,False,False,1834,18.0,42.0,8.0,06,1178936.0,1904276.0,2011,41.892631323,-87.6182857
100XX W OHARE ST,0560,ASSAULT,False,False,1651,16.0,41.0,76.0,08A,1100658.0,1934241.0,2008,41.976290414,-87.905227221
008XX N MAPLEWOOD AVE,0810,THEFT,False,False,1312,12.0,1.0,24.0,06,1159249.0,1905433.0,2009,41.896233678,-87.690556136
008XX S DAMEN AVE,0460,BATTERY,False,False,1224,12.0,2.0,28.0,08B,1163182.0,1896278.0,2011,41.87102983,-87.676368411
010XX W 59TH ST,1811,NARCOTICS,True,False,712,7.0,16.0,68.0,18,1170507.0,1865694.0,2004,41.786947449,-87.650368475
010XX W LELAND AVE,2170,NARCOTICS,True,False,2312,19.0,46.0,3.0,18,1168540.0,1931385.0,2009,41.96725116,-87.65567885700001
071XX S SOUTH SHORE DR,0497,BATTERY,True,True,334,3.0,7.0,43.0,04B,1194486.0,1858322.0,2007,41.766161865,-87.56269202799999
059XX S MARSHFIELD AVE,1310,CRIMINAL DAMAGE,False,False,714,7.0,15.0,67.0,14,1166357.0,1865370.0,2006,41.786147805,-87.66559386200001
051XX S MICHIGAN AVE,0460,BATTERY,False,False,225,2.0,3.0,40.0,08B,1178026.0,1871055.0,2013,41.801491341,-87.622637403
134XX S BURLEY AVE,0486,BATTERY,False,True,433,4.0,10.0,55.0,08B,1199769.0,1816410.0,2013,41.651020166,-87.544735261
016XX S CHRISTIANA AVE,0460,BATTERY,False,False,1021,10.0,24.0,29.0,08B,1154307.0,1891422.0,2004,41.857886203,-87.709081493
033XX W BEACH AVE,051A,ASSAULT,False,False,1422,14.0,26.0,23.0,04A,1153813.0,1909439.0,2015,41.907336534,-87.710414753
0000X W DIVISION ST,0890,THEFT,False,False,1824,18.0,42.0,8.0,06,1175939.0,1908370.0,2014,41.90393347,-87.629168941
027XX W IOWA ST,2017,NARCOTICS,True,False,1311,12.0,26.0,24.0,18,1157812.0,1905872.0,2011,41.897467753,-87.69582198799999
046XX W MONROE ST,0486,BATTERY,False,True,1113,11.0,28.0,25.0,08B,1145377.0,1899159.0,2015,41.879290982,-87.741664607
107XX S TROY ST,0620,BURGLARY,False,False,2211,22.0,19.0,74.0,05,1157241.0,1833250.0,2014,41.698194683000004,-87.699884761
008XX N KARLOV AVE,0486,BATTERY,False,True,1111,11.0,37.0,23.0,08B,1148900.0,1905324.0,2016,41.896141039,-87.72856907399999
002XX W MADISON ST,0486,BATTERY,False,False,112,1.0,2.0,32.0,08B,1174636.0,1900346.0,2008,41.881944424000004,-87.634195294
011XX W ERIE ST,0486,BATTERY,False,True,1323,12.0,27.0,24.0,08B,1168519.0,1904430.0,2005,41.893285756,-87.65653840899999
072XX S HALSTED ST,1506,PROSTITUTION,True,False,733,7.0,17.0,68.0,16,1172222.0,1856786.0,2011,41.762465295,-87.644342041
082XX S LANGLEY AVE,0810,THEFT,False,False,631,6.0,6.0,44.0,06,1182328.0,1850580.0,2009,41.74520728,-87.607494267
020XX W GARFIELD BLVD,0313,ROBBERY,False,False,715,7.0,15.0,67.0,03,1163765.0,1868048.0,2006,41.793551425,-87.675022265
079XX S COTTAGE GROVE AVE,0320,ROBBERY,False,False,624,6.0,6.0,44.0,03,1182930.0,1852635.0,2005,41.750832464,-87.605224746
033XX N LAWNDALE AVE,0910,MOTOR VEHICLE THEFT,False,False,1732,17.0,30.0,21.0,07,1151137.0,1921862.0,2010,41.941479233,-87.719918491
011XX S MOZART ST,1020,ARSON,True,True,1135,11.0,28.0,29.0,09,1157528.0,1895062.0,2004,41.867809871999995,-87.697159411
031XX W FRANKLIN BLVD,0430,BATTERY,False,False,1313,12.0,27.0,23.0,04B,1155293.0,1903163.0,2004,41.890084994,-87.705146845
064XX S OAKLEY AVE,0460,BATTERY,False,False,825,8.0,15.0,66.0,08B,1162178.0,1861975.0,2007,41.776919506,-87.681010642
013XX W CORNELIA AVE,1152,DECEPTIVE PRACTICE,False,False,1923,19.0,44.0,6.0,11,1166755.0,1923360.0,2005,41.945268786,-87.662473051
009XX W DAKIN ST,1320,CRIMINAL DAMAGE,False,False,2324,19.0,46.0,6.0,14,1169356.0,1926420.0,2010,41.953609285,-87.652823519
101XX S WENTWORTH AVE,0496,BATTERY,False,True,511,5.0,9.0,49.0,04B,1176737.0,1837480.0,2017,41.709386757,-87.628373577
0000X S PARKSIDE AVE,0486,BATTERY,True,True,1513,15.0,29.0,25.0,08B,1138618.0,1899343.0,2002,41.879921085999996,-87.76647843
071XX S YATES BLVD,0880,THEFT,False,False,334,3.0,7.0,43.0,06,1193451.0,1857997.0,2016,41.765295424,-87.566496216
060XX S ASHLAND AVE,502P,OTHER OFFENSE,True,False,714,7.0,15.0,67.0,26,1166706.0,1864655.0,2004,41.784178311999995,-87.66433465
076XX N PAULINA ST,1811,NARCOTICS,True,False,2422,24.0,49.0,1.0,18,1163657.0,1950529.0,2008,42.019887425,-87.673090304
012XX W 71ST PL,1822,NARCOTICS,True,False,734,7.0,17.0,67.0,18,1169220.0,1857368.0,2005,41.764127834,-87.65532799
007XX S CLAREMONT AVE,0313,ROBBERY,False,False,1224,12.0,2.0,28.0,03,1160836.0,1896713.0,2004,41.872272459,-87.684969362
007XX N HAMLIN AVE,2014,NARCOTICS,True,False,1112,11.0,27.0,23.0,18,1150926.0,1904572.0,2002,41.894038046,-87.72114763100001
002XX W GARFIELD BLVD,0820,THEFT,False,False,935,9.0,3.0,37.0,06,1175647.0,1868500.0,2016,41.794533814,-87.631438536
007XX S DEARBORN ST,1310,CRIMINAL DAMAGE,False,False,123,1.0,2.0,32.0,14,1176034.0,1897123.0,2018,41.873068954000004,-87.629159011
