year,month,day,weekday,carrier,origin,destination,arrivaldelay,departuredelay,weatherdelay,distance
1998,1,28,3,US,BWI,PVD,2,5,7,67
1998,10,30,5,TW,TUL,STL,1,0,0,71
2000,11,9,4,WN,TPA,MCI,2,16,2,156
2001,2,19,1,TW,SFO,STL,3,101,88,211
2000,1,20,4,US,PIT,SFO,3,57,68,350
2007,11,20,2,OO,MKE,PHL,1,43,76,158
2007,6,12,2,AA,LAS,ORD,2,17,14,207
2005,1,9,7,DH,IAD,DTW,3,0,5,95
1990,12,27,4,AA,DFW,TUL,3,74,77,64
1989,1,13,5,NW,MSP,BDL,2,12,20,158
1988,4,14,4,DL,SLC,TUL,3,0,20,153
2000,6,1,4,NW,AUS,MEM,3,119,111,93
1996,12,4,3,CO,BWI,CLE,1,23,29,80
1990,2,12,1,US,CAE,BWI,1,4,9,90
2005,2,22,2,US,PHL,SEA,1,17,3,359
1992,10,6,2,CO,IAH,DFW,2,3,9,73
1987,11,13,5,TW,CLE,STL,2,1,3,98
2007,11,21,3,B6,JFK,OAK,2,1,53,267
1995,12,10,7,UA,LAX,OAK,3,48,65,87
1997,4,11,5,TW,STL,PHX,0,4,1,193
2002,7,28,7,US,CLT,JAX,3,18,4,60
1997,6,23,1,HP,LAS,LAX,0,22,16,54
1988,7,18,1,PI,BOS,BWI,3,177,168,76
2005,6,22,3,EV,ATL,PFN,0,37,24,67
1991,5,17,5,AA,ORD,LAX,3,77,84,260
2004,2,20,5,UA,ORD,BDL,3,16,11,118
2008,1,5,6,WN,SJC,ONT,1,14,5,61
2008,11,29,6,OH,ATL,GSO,1,50,89,115
2008,7,10,4,B6,LAS,JFK,3,23,7,277
1994,6,28,2,UA,ORD,PVD,1,0,8,132
2006,12,31,7,OO,SFO,FAT,2,12,9,55
1999,6,20,7,HP,PHX,ELP,3,5,15,82
1996,7,29,1,DL,CHS,ATL,2,2,11,73
2001,1,1,1,DL,ATL,LIT,2,4,25,120
2007,6,20,3,US,PHL,FLL,1,54,40,158
1998,10,8,4,WN,JAN,MCO,3,0,2,102
1993,10,17,7,DL,CVG,DTW,1,0,9,70
2005,8,2,2,DL,ATL,CVG,3,1,6,91
1992,1,9,4,WN,SAN,LAS,3,0,2,62
2003,6,24,2,CO,IAH,ORD,1,2,0,152
1999,11,29,1,AA,TPA,DFW,0,0,9,173
1988,11,28,1,EA,RSW,ATL,1,0,10,103
1999,8,1,7,AS,OAK,SNA,2,10,18,86
1991,1,30,3,CO,EWR,MIA,2,20,15,177
2005,6,16,4,AS,LAS,SEA,2,13,2,143
1998,11,24,2,CO,DTW,EWR,3,54,47,88
1990,2,10,6,DL,ATL,DTW,3,20,16,101
2007,11,19,1,CO,IAH,LGA,3,90,109,238
1998,2,27,5,DL,PBI,LGA,3,80,79,148
1993,2,25,4,UA,ORD,ROC,2,1,3,100
2000,12,28,4,AA,ORD,LGA,1,33,23,113
2005,1,7,5,XE,IAD,CLE,2,2,6,81
2004,12,7,2,DL,ATL,RSW,3,33,22,92
2004,1,23,5,UA,ORD,LAX,2,4,29,279
1999,5,14,5,DL,BOS,FLL,1,2,8,206
2004,6,27,7,AS,SEA,SNA,3,1,6,163
2006,2,22,3,EV,MHT,ATL,1,25,48,203
2001,7,31,2,WN,JAX,FLL,1,0,0,65
2006,6,10,6,YV,PHX,BFL,2,21,8,77
2001,8,11,6,UA,SLC,ORD,1,5,6,171
1993,6,24,4,TW,ATL,TPA,2,66,74,93
1992,12,14,1,DL,ABQ,DFW,2,0,3,102
2000,2,21,1,WN,TUS,LAX,3,70,97,117
1990,8,20,1,US,LGA,IND,2,9,29,140
1999,7,6,2,HP,PHX,SNA,2,27,21,64
1989,6,6,2,AS,SNA,PDX,3,0,5,145
2008,12,7,7,CO,CLE,LAX,3,41,44,309
2008,4,13,7,US,PHX,LAS,1,30,20,68
1993,1,22,5,US,DCA,BOS,2,0,0,90
2006,11,28,2,US,CLT,LAS,2,0,5,294
1996,1,25,4,WN,OAK,SAN,3,39,35,76
1987,10,21,3,UA,MSP,ORD,1,13,20,77
1998,4,9,4,DL,MLU,SHV,2,10,10,35
1994,12,8,4,NW,MSP,FAR,2,1,16,71
2008,2,10,7,NW,MSP,PDX,1,8,5,223
2007,2,17,6,OO,DEN,FSD,1,1,11,101
1994,10,15,6,DL,PHX,SLC,1,6,20,103
1995,7,10,1,AS,SEA,ONT,1,0,27,164
1993,11,5,5,WN,HOU,MAF,1,0,0,80
2003,12,5,5,AA,SNA,DFW,1,63,78,186
2000,6,21,3,AA,AUS,ORD,2,0,15,169
1990,12,24,1,NW,GRB,DTW,2,1,2,69
2003,12,3,3,DH,CVG,CLE,1,5,9,64
2000,1,25,2,AA,LAX,EWR,0,0,0,302
1990,4,8,7,EA,ATL,BHM,2,24,27,46
1989,3,11,6,EA,BOS,DCA,1,0,0,93
1991,5,21,2,HP,LAS,RNO,2,0,1,74
1988,11,24,4,TW,MSN,STL,2,0,0,74
2005,4,25,1,FL,SFO,ATL,3,45,50,275
1994,1,19,3,DL,IND,CVG,1,3,11,47
1997,4,1,2,NW,HNL,SEA,2,3,33,350
1996,12,28,6,WN,MSY,BHM,1,15,14,59
2003,3,20,4,DL,DCA,LGA,3,3,75,132
1988,1,4,1,TW,PHL,LAX,3,30,55,375
2002,12,19,4,UA,SFO,IAD,2,76,89,307
1994,7,7,4,DL,MEM,DFW,2,1,3,89
2003,7,27,7,UA,BIL,DEN,1,11,6,79
1995,2,24,5,DL,MOB,DFW,2,98,98,104
1993,7,28,3,US,PHL,TPA,3,20,32,168
2003,1,12,7,OO,SBP,LAX,2,1,0,63
1995,7,17,1,UA,ORD,CMH,2,0,3,69
1992,9,10,4,DL,GSO,ATL,3,25,15,60
2007,11,8,4,US,BOS,PHL,1,0,4,96
2004,7,12,1,US,BOS,DCA,3,78,118,136
1989,7,5,3,WN,LAS,SAN,3,29,29,55
1999,7,5,1,HP,PDX,PHX,2,1,29,183
1993,10,17,7,WN,IAH,DAL,3,16,26,60
1991,7,28,7,WN,BNA,MDW,2,20,14,74
2005,12,17,6,WN,DAL,HOU,1,0,0,60
2002,4,24,3,AA,ORD,BWI,3,31,129,209
1999,2,23,2,AS,LAX,SEA,3,38,33,154
2005,7,2,6,WN,LIT,STL,2,10,2,62
1993,4,29,4,AA,DFW,FAT,2,1,8,198
1996,8,4,7,UA,SFO,ORD,3,21,21,232
1990,3,15,4,TW,LGA,FLL,3,35,80,226
1988,12,12,1,US,PIT,TOL,3,5,0,55
2006,2,19,7,WN,LAS,LAX,3,40,33,58
2005,2,25,5,DL,BOS,PBI,1,70,104,234
1988,3,11,5,UA,ORD,DFW,2,0,17,153
1999,10,15,5,DL,ATL,IND,2,8,2,89
2006,10,11,3,WN,MCI,STL,1,1,0,54
1993,9,3,5,CO,IAH,SFO,1,14,11,230
1988,12,14,3,US,LGA,BUF,3,6,0,70
1992,7,31,5,TW,STL,ICT,2,3,4,94
2001,7,1,7,CO,LAS,IAH,2,5,30,215
2003,4,17,4,FL,ATL,TPA,0,25,13,70
2008,11,12,3,YV,JAC,DEN,2,17,7,100
1998,3,2,1,UA,LAX,ORD,2,1,9,233
1996,3,2,6,WN,TPA,BWI,2,10,11,126
2007,8,11,6,YV,IAD,ROC,1,0,0,78
2008,5,14,3,CO,PBI,IAH,3,60,54,153
1996,10,5,6,AA,LGA,MCO,1,2,10,171
1998,9,18,5,DL,SAT,CVG,2,5,4,159
1989,2,14,2,AA,SLC,DFW,3,0,10,151
2001,7,4,3,HP,PHX,ORD,1,4,13,215
2001,9,18,2,UA,DEN,OAK,3,0,0,153
1989,3,2,4,UA,ORD,PIT,2,39,32,77
2007,8,6,1,YV,CLT,ILM,2,10,17,65
1996,7,11,4,DL,ATL,MLB,1,13,6,72
1989,11,27,1,AA,DFW,MSP,1,1,2,138
1989,1,29,7,PI,ATL,CLT,1,10,13,63
2006,12,10,7,AS,ORD,SEA,3,42,35,272
2004,12,25,6,OH,LIT,CVG,3,0,0,90
1988,8,8,1,WN,AUS,HOU,2,18,15,42
2001,6,7,4,AQ,HNL,OGG,2,0,3,38
2008,12,24,3,OO,SEA,GEG,0,0,0,63
2005,1,13,4,WN,MSY,OAK,3,45,38,278
2000,7,10,1,AA,BOS,SEA,1,31,28,372
1995,6,3,6,DL,ATL,LAX,2,18,32,281
2005,3,16,3,XE,MCI,CLE,2,35,27,102
1990,12,27,4,US,BNA,BWI,2,0,25,112
2002,8,2,5,WN,SNA,LAS,2,0,6,66
1994,3,29,2,US,ALB,DCA,1,0,15,87
2001,12,10,1,UA,DEN,IAD,2,25,20,177
1993,2,20,6,UA,ORD,DFW,2,6,14,159
1997,2,2,7,WN,SMF,PDX,1,0,10,95
1992,5,17,7,DL,PHL,CVG,1,6,3,93
1989,5,22,1,PI,ROA,BWI,1,3,3,53
2007,5,6,7,OO,SFO,RDD,1,0,15,81
1990,11,1,4,AA,RDU,IAD,3,4,9,65
1989,6,9,5,PI,MYR,BWI,3,78,75,70
2004,3,18,4,WN,FLL,MCO,1,0,2,52
1988,11,21,1,AA,MIA,SJU,2,22,16,151
1998,8,9,7,US,IAD,BOS,2,4,5,90
1993,12,20,1,UA,SMF,ORD,1,16,16,232
1994,10,11,2,US,FLL,PHL,2,2,1,160
2005,1,7,5,AS,PDX,SAN,2,41,50,152
1997,5,22,4,DL,DFW,SFO,3,9,1,225
2002,8,20,2,UA,ORD,MSP,1,2,1,79
1997,7,18,5,WN,ELP,AUS,1,8,4,76
2000,4,16,7,US,CLT,TPA,3,106,100,87
1988,11,5,6,NW,IND,CMH,1,95,115,50
1997,6,27,5,UA,STL,DEN,2,8,5,131
1998,4,13,1,WN,CRP,HOU,2,0,2,47
1994,3,27,7,US,LGA,MCO,3,114,92,143
2006,9,22,5,XE,CLE,STL,2,4,14,115
1987,11,9,1,DL,ATL,MIA,1,0,0,98
1998,11,2,1,TW,STL,DAY,3,10,9,72
1989,3,17,5,TW,STL,CLT,1,0,7,100
2000,2,17,4,TW,STL,SFO,3,18,9,262
1989,8,13,7,UA,ORD,TYS,3,141,149,96
2005,3,1,2,NW,MEM,DTW,1,288,296,121
1993,12,5,7,WN,LAS,PHX,2,0,2,57
1999,3,14,7,TW,STL,BOS,3,0,1,155
1998,12,17,4,WN,AUS,LBB,2,5,7,67
2003,7,7,1,EV,ATL,AVL,1,10,10,60
1987,12,19,6,NW,GPT,MEM,1,0,12,76
1996,11,30,6,DL,ATL,PNS,0,13,23,66
1987,10,1,4,HP,TUS,PHX,2,0,5,40
1996,8,6,2,AS,ONT,SEA,2,0,4,142
2002,4,25,4,MQ,JFK,DCA,3,114,92,68
1993,4,19,1,DL,ATL,SAV,3,2,1,49
1996,8,31,6,UA,SBA,SFO,1,8,9,56
2003,11,14,5,DL,ATL,LAX,1,8,21,299
2006,12,27,3,F9,STL,DEN,1,7,7,140
2002,10,6,7,WN,FLL,JAX,2,0,3,68
2007,11,25,7,NW,MSP,LGA,3,19,21,163
2007,5,26,6,WN,LAS,MDW,2,1,16,230
2007,1,3,3,OO,SLC,BUR,2,31,27,108
2000,9,28,4,AS,ANC,SEA,2,0,11,211
1995,3,3,5,AS,PDX,SAN,2,0,4,139
1988,12,15,4,AA,ORD,LGA,2,15,12,117
1994,3,17,4,UA,PDX,SFO,2,1,2,100
1998,7,5,7,DL,SLC,ABQ,2,21,6,86
2004,1,17,6,OO,EKO,RNO,1,0,0,66
2005,11,28,1,US,CLT,DCA,3,39,36,74
1995,12,8,5,WN,CLE,BWI,3,0,0,65
2006,8,24,4,OO,ORD,BHM,3,27,23,108
1993,6,25,5,AA,MIA,HOU,1,0,6,156
2004,3,24,3,OO,EUG,SFO,2,9,3,79
2003,4,30,3,US,PHL,ORD,3,0,0,136
1996,7,25,4,NW,MDW,MSP,2,8,2,80
1994,10,12,3,DL,MIA,ATL,1,4,10,111
2000,12,18,1,AQ,LIH,HNL,2,9,7,27
2001,8,21,2,WN,ISP,BWI,1,0,0,65
1991,9,28,6,US,DCA,IND,1,1,7,106
2006,11,1,3,UA,ORD,LGA,3,8,5,121
2004,2,28,6,OO,LAX,SAN,2,0,1,46
1992,7,17,5,US,SAN,SFO,1,1,1,86
1997,2,18,2,WN,BUR,LAS,1,0,0,55
1992,3,6,5,DL,CVG,IND,3,3,40,75
1989,6,9,5,CO,CMH,EWR,1,45,45,95
1987,12,8,2,NW,DTW,PIT,1,26,24,53
2005,11,11,5,WN,MCI,MCO,3,40,38,148
1993,4,28,3,HP,PHX,MCO,2,10,8,233
1990,3,3,6,NW,DTW,BOS,3,3,5,114
1996,5,22,3,WN,TPA,FLL,3,0,7,62
1988,10,27,4,AA,MDT,ORD,3,56,73,126
1993,10,4,1,US,PIT,ORF,2,5,4,70
1990,2,23,5,US,CLT,SEA,3,32,44,342
2001,9,1,6,US,SDF,PIT,1,0,7,79
1989,6,30,5,DL,ATL,MOB,2,21,45,90
1997,9,10,3,TW,STL,LGA,3,4,10,146
2001,5,15,2,AS,FAI,ANC,2,0,4,59
2005,8,12,5,NW,IAD,MSP,2,17,27,171
1988,1,26,2,CO,EWR,DCA,3,0,0,69
1996,11,21,4,TW,STL,CMH,3,0,7,86
1997,7,18,5,UA,EUG,SFO,3,61,52,76
1989,8,18,5,US,BUF,LGA,2,25,28,62
1988,8,11,4,UA,TPA,MIA,3,33,31,45
1994,4,15,5,CO,GSP,MDW,1,5,2,102
2001,1,9,2,MQ,PWM,LGA,1,8,18,105
2001,3,16,5,UA,LAX,SFO,3,30,24,76
1996,9,27,5,US,BOS,CLT,2,11,2,130
2000,7,30,7,WN,STL,MCI,3,27,32,70
1998,2,2,1,WN,BNA,BWI,2,0,0,85
1999,8,27,5,US,LGA,FLL,1,64,99,208
2008,4,6,7,XE,LAX,SJC,2,12,24,86
1996,3,18,1,DL,DFW,TUS,2,35,47,143
2004,4,10,6,US,CLT,BDL,1,6,1,112
2001,4,8,7,HP,ATL,PHX,2,80,91,257
1999,2,14,7,AA,DTW,ORD,1,0,0,70
1999,9,4,6,HP,LAS,SFO,2,18,26,94
1990,6,16,6,US,GSO,ILM,1,0,1,44
2007,4,11,3,EV,CHS,CVG,2,60,50,97
1989,10,20,5,US,BWI,RIC,1,33,32,49
2008,8,19,2,OO,SLC,SFO,3,14,21,132
2007,8,20,1,MQ,PIT,DFW,2,118,97,149
1991,6,21,5,TW,SFO,STL,2,5,25,251
1989,8,1,2,NW,MSP,SFO,3,0,8,240
1991,3,8,5,TW,PIT,JFK,2,10,16,87
2007,1,18,4,AA,DFW,EWR,1,0,0,195
1997,6,6,5,DL,BOS,LGA,1,0,0,70
2004,11,23,2,WN,PHX,ONT,2,25,30,70
1996,7,21,7,DL,ATL,AGS,3,71,67,45
2005,7,11,1,DL,PIT,ATL,3,0,0,108
1990,9,12,3,CO,MFE,IAH,2,2,11,69
2008,12,6,6,MQ,CVG,ORD,2,70,85,105
2006,7,28,5,NW,MSP,PHL,2,28,38,173
2004,7,2,5,OH,BOS,BTV,3,35,23,53
2001,7,17,2,DL,ATL,TYS,0,33,31,48
1997,10,10,5,HP,DEN,PHX,3,9,15,114
1988,7,20,3,EA,ATL,CHS,2,0,0,62
1989,7,11,2,DL,SFO,CVG,0,10,12,252
1992,3,28,6,TW,PHX,STL,2,31,9,155
1988,5,10,2,EA,PBI,LGA,1,0,3,160
2005,3,3,4,HP,LAX,LAS,1,7,9,69
2002,8,18,7,UA,LAS,LAX,2,130,131,67
1988,8,19,5,AS,PDX,PHX,2,0,3,148
2008,12,26,5,OO,SFO,BOI,1,11,21,105
1999,6,1,2,AS,PDX,SJC,3,0,8,109
1988,5,20,5,US,STL,PIT,1,2,16,101
2005,6,12,7,US,PIT,PHX,1,4,1,251
1998,12,25,5,US,MEM,CLT,2,16,6,77
2001,4,24,2,WN,ONT,PHX,1,0,2,67
2004,12,12,7,HP,ORD,PHX,3,154,146,230
2007,12,17,1,YV,KOA,HNL,1,0,5,45
2008,1,2,3,XE,IAH,IND,1,1,7,145
2006,3,11,6,WN,RNO,OAK,3,25,18,48
2008,3,28,5,OO,MKE,EWR,3,48,45,128
1994,6,7,2,US,MHT,DCA,1,102,0,84
1999,7,14,3,WN,MSY,HOU,1,0,0,60
1997,12,11,4,CO,CLE,DEN,3,49,52,199
1998,7,25,6,NW,DTW,LAS,0,5,7,255
2004,3,10,3,AA,SJU,MIA,2,14,2,151
2008,8,22,5,CO,BOS,IAH,2,46,6,221
1992,10,18,7,HP,SEA,PHX,2,0,1,166
1993,1,24,7,TW,PIT,STL,3,0,14,122
1989,1,11,3,EA,BOS,LGA,2,0,2,62
1992,3,3,2,UA,ORD,MCI,1,55,43,74
1997,6,7,6,UA,ORD,MDT,3,1,14,102
1996,12,28,6,US,ORD,BWI,2,20,21,106
2000,6,29,4,WN,BWI,TPA,3,33,29,131
1995,6,7,3,WN,PHX,BUR,1,0,9,89
2008,8,6,3,AA,ORD,DFW,2,26,7,126
1999,10,14,4,NW,DTW,TPA,3,18,19,152
2006,3,22,3,WN,PHX,MCI,2,17,10,143
1987,10,23,5,DL,ATL,IAH,2,11,16,110
2007,4,12,4,CO,IAH,BOS,2,22,3,223
2007,8,12,7,AS,SEA,LAS,1,74,81,161
2006,4,20,4,OH,ATL,PBI,3,0,38,143
1998,12,10,4,WN,BNA,MSY,2,5,17,92
1996,4,14,7,AA,DFW,MSP,1,4,1,132
2008,6,6,5,AA,DFW,BDL,1,1,2,206
2001,4,8,7,DL,ATL,JAX,3,16,11,65
1993,12,12,7,DL,LGA,ATL,3,45,32,132
1997,8,26,2,NW,MSN,DTW,1,0,0,70
1995,12,30,6,TW,STL,SLC,2,20,5,186
1998,6,2,2,DL,BOI,SLC,3,0,4,66
1993,12,9,4,AA,ORD,MCI,2,1,2,89
1993,12,21,2,UA,LAX,SFO,1,38,34,75
2003,12,5,5,DH,BOS,RDU,1,23,19,131
2001,5,10,4,DL,ATL,PHL,3,11,21,130
2005,8,1,1,WN,OAK,LAS,2,10,11,81
2005,10,17,1,WN,BWI,CMH,2,10,10,70
1996,11,2,6,CO,CLE,ORD,2,5,11,81
1998,6,29,1,AA,ORD,SFO,0,148,167,286
2008,12,10,3,FL,ATL,CAK,3,41,30,87
2007,6,9,6,US,DCA,FLL,2,10,7,146
1992,12,31,4,CO,DFW,IAH,2,0,7,64
2006,7,20,4,YV,ROA,ORD,1,0,0,112
2006,10,7,6,OH,GSO,LGA,1,0,9,110
1999,4,4,7,AA,DFW,LGA,1,21,14,186
1997,1,9,4,NW,DTW,HOU,2,101,161,248
1992,8,20,4,CO,IAH,MSY,1,0,11,74
1990,7,19,4,TW,EWR,STL,1,15,5,130
1988,4,8,5,EA,MSY,ATL,2,0,6,75
2004,3,18,4,HP,LAS,SAN,2,1,11,72
1997,6,24,2,HP,PHL,CMH,2,17,10,72
2000,9,30,6,UA,DEN,SNA,2,0,8,152
1988,8,17,3,US,LAX,SMF,1,73,69,71
2002,4,7,7,AA,DFW,MCI,2,4,18,112
1996,6,26,3,US,BOS,BUF,2,14,2,76
1996,6,11,2,AS,SNA,OAK,2,0,10,79
1993,11,6,6,US,BHM,CLT,1,0,0,65
2000,10,29,7,CO,CLE,LAX,3,42,41,301
2005,7,16,6,WN,SAN,MCI,1,15,10,185
2003,2,21,5,XE,CLE,CVG,3,0,0,64
1996,12,4,3,WN,DAL,IAH,2,0,0,50
1992,4,13,1,NW,MSP,RST,2,3,2,34
1999,10,26,2,AA,FLL,DFW,1,0,9,185
2005,12,27,2,OO,DEN,EUG,3,22,28,169
2006,3,11,6,OO,LAX,SBP,2,88,87,54
2007,1,14,7,AA,MIA,DCA,2,28,24,141
1989,8,2,3,DL,BHM,JAN,1,0,3,49
1994,8,3,3,WN,SAN,OAK,3,9,2,73
1989,10,26,4,CO,SAN,DEN,1,5,4,134
1992,1,9,4,AA,ORD,DFW,2,11,2,151
1995,10,27,5,WN,ABQ,PHX,3,114,103,59
1990,1,18,4,CO,EWR,DEN,2,5,32,297
2000,1,3,1,WN,SFO,SAN,3,7,8,81
2001,1,1,1,AS,SJC,PDX,2,19,21,105
2008,4,23,3,UA,BWI,ORD,3,5,12,135
1997,12,21,7,DL,LAX,CVG,0,0,14,251
1989,9,21,4,DL,IAD,ATL,1,0,7,111
2000,12,31,7,AA,DFW,IAH,3,0,0,74
1994,2,19,6,AA,ORD,SYR,2,21,14,92
2004,12,3,5,XE,ATL,IAH,2,4,16,144
1990,4,10,2,CO,EWR,ORD,2,1,10,159
2001,3,26,1,DL,CHS,ATL,1,31,24,66
2002,2,3,7,US,PHL,IAH,3,1,9,252
1993,5,20,4,AA,ORD,STL,2,0,6,71
1990,10,10,3,AA,DFW,SAN,3,5,8,192
1998,4,21,2,DL,CVG,PHL,0,0,14,102
2003,7,18,5,AA,MCO,DFW,2,128,120,150
1999,5,6,4,AA,ORD,MSP,3,37,39,80
2004,4,11,7,DL,CVG,RIC,3,6,10,91
2004,1,7,3,MQ,DFW,MAF,2,8,0,64
2006,4,7,5,YV,CLT,DFW,2,10,10,178
1987,10,24,6,AA,SFO,ORD,1,2,10,250
1989,8,26,6,WN,DAL,LIT,3,19,15,51
1992,10,10,6,DL,ATL,STT,1,1,6,215
1989,6,24,6,NW,DTW,ATL,2,2,3,108
2008,4,28,1,OH,PHL,CVG,3,110,112,125
1990,3,27,2,TW,STL,ORD,3,0,23,108
1996,9,8,7,AA,DFW,PHL,3,0,28,204
2002,6,26,3,UA,IAD,DEN,3,80,74,218
2002,3,10,7,UA,IND,ORD,2,26,32,70
2006,10,5,4,NW,ALB,DTW,1,7,43,134
2007,5,24,4,AQ,OAK,LAS,0,128,117,74
1994,11,11,5,AA,ORD,LAS,2,3,2,224
1994,6,13,1,TW,STL,PIT,2,3,8,103
2005,4,20,3,AA,ORD,LAX,3,49,43,258
2007,4,22,7,MQ,CLT,LGA,2,2,1,119
2005,10,17,1,HP,SFO,LAS,1,116,144,113
1992,4,20,1,DL,DCA,CVG,3,17,21,83
1994,8,28,7,UA,EUG,SFO,1,2,5,87
1989,5,27,6,PA (1),LGA,BOS,2,0,0,65
1990,10,6,6,US,DAY,EWR,2,1,4,93
1989,6,22,4,AA,DSM,DFW,1,15,12,106
2001,2,16,5,HP,ABQ,PHX,3,0,3,91
1991,8,9,5,PA (1),MIA,JAX,1,0,9,84
2001,3,18,7,DL,PIT,ATL,1,225,237,117
1998,3,8,7,DL,ATL,SNA,3,0,0,289
1987,10,27,2,PI,BOS,BWI,1,4,13,94
2001,12,28,5,US,BWI,PHL,2,13,11,46
1999,5,27,4,DL,CVG,BUF,2,1,6,91
2003,7,19,6,UA,ORD,GEG,2,0,25,245
1990,7,21,6,NW,MEM,DEN,2,15,34,165
2000,11,23,4,DL,LAX,DFW,2,36,21,170
1994,2,9,3,AA,MIA,JFK,2,210,319,280
2000,7,29,6,US,CLT,PNS,1,55,49,81
2001,11,28,3,AS,PSP,PDX,1,10,10,147
1996,1,24,3,WN,SJC,BUR,2,10,1,51
2006,9,12,2,WN,BUR,OAK,2,7,1,59
2006,1,19,4,WN,LAS,LAX,3,55,45,55
2006,5,26,5,EV,ATL,AZO,3,48,33,97
1988,1,15,5,DL,MSY,CVG,1,0,13,115
1997,9,12,5,CO,EWR,MSP,3,6,15,193
2004,12,22,3,US,PIT,PHL,3,0,27,95
1994,1,14,5,AS,PDX,SEA,1,10,15,50
2007,11,6,2,OO,SFO,ACV,0,0,0,81
2007,4,3,2,9E,MEM,PIT,3,1,4,121
1988,5,6,5,WN,MSY,DAL,1,0,2,82
1997,1,7,2,AS,LAX,SEA,3,20,30,165
2008,6,8,7,UA,PHX,SFO,2,34,28,111
1993,9,22,3,WN,SAT,DAL,1,0,0,55
2004,5,28,5,DL,MIA,ATL,2,36,54,140
2001,10,1,1,AA,DFW,ORD,1,19,12,127
2000,3,5,7,UA,LAS,DEN,3,83,74,91
2005,12,2,5,US,DCA,CLT,3,5,14,89
2002,2,18,1,DL,SAV,ATL,1,9,1,55
2003,8,27,3,XE,CLE,CMH,2,22,34,57
1992,9,19,6,US,RIC,PHL,1,1,6,55
1996,6,16,7,AS,SEA,ANC,0,58,46,190
2007,1,20,6,WN,MSY,HOU,3,8,4,66
1987,11,3,2,DL,DFW,MEM,1,0,7,83
2005,6,30,4,UA,SFO,IAD,0,157,137,284
1993,10,27,3,CO,ABQ,DEN,2,0,2,73
2006,4,21,5,NW,MEM,MKE,1,27,8,82
1989,4,11,2,EA,BOS,LGA,3,0,3,65
2007,8,4,6,OH,CVG,MEM,1,63,57,87
1996,7,25,4,DL,ORD,ATL,2,14,15,107
2005,7,6,3,OO,PHX,SLC,3,8,1,87
1992,4,30,4,AA,EWR,ORD,1,8,28,151
1990,1,30,2,US,MCO,PIT,2,86,64,117
1993,5,27,4,CO,DEN,BOS,2,9,34,254
1997,9,29,1,AS,ANC,SEA,2,0,0,195
1994,12,27,2,WN,MDW,SDF,2,6,8,57
2004,3,26,5,AS,SNA,OAK,1,18,26,89
1995,9,7,4,UA,ORD,COS,2,11,26,167
1998,12,7,1,UA,PHX,DEN,1,7,12,112
2004,6,5,6,WN,MCO,ABQ,2,20,5,220
1994,11,26,6,HP,CMH,LAS,3,0,5,263
1992,1,13,1,AS,OAK,SEA,2,0,8,118
2003,1,18,6,HP,BWI,LAS,3,7,16,310
1994,6,27,1,WN,ABQ,LAX,2,12,9,112
1988,2,23,2,UA,DEN,SEA,3,7,3,158
1996,11,21,4,WN,HOU,AUS,3,89,86,37
1994,12,23,5,HP,PHX,AUS,3,42,55,134
2008,2,23,6,YV,RDU,ORD,1,48,29,128
2001,9,12,3,AA,ORD,BOS,2,0,0,144
1997,9,11,4,WN,DAL,OKC,3,20,21,46
1993,9,29,3,DL,DFW,MSY,3,11,8,80
1988,11,17,4,US,CLE,PBI,1,13,14,154
1998,6,29,1,WN,STL,LIT,3,80,195,180
2006,11,5,7,DL,ATL,RIC,3,48,40,83
1989,12,23,6,EA,LGA,FLL,1,20,71,229
1996,5,23,4,TW,MIA,JFK,3,25,20,161
1989,8,28,1,CO,BWI,CLE,1,0,0,80
1990,4,13,5,AA,LAX,SAN,0,5,9,46
1994,12,10,6,AA,DTW,BNA,1,2,12,107
1988,11,8,2,DL,ATL,JAX,3,5,16,74
1995,8,23,3,US,LGA,MCO,3,6,3,166
1994,4,8,5,DL,MSY,LGA,3,8,3,155
1994,1,31,1,AA,ORD,ATL,2,7,4,104
1991,3,15,5,HP,JFK,PHX,2,45,28,331
1990,6,18,1,AA,ORD,DSM,2,49,45,69
1995,11,9,4,TW,STL,DFW,3,15,6,115
1991,1,2,3,AA,TPA,DFW,2,14,24,173
1993,12,14,2,AA,ORD,SYR,2,4,19,112
1993,7,27,2,UA,ORD,ONT,3,5,10,262
1989,10,6,5,DL,ORD,SLC,3,0,7,196
2007,8,12,7,WN,SAN,TUS,2,50,47,67
2002,7,22,1,US,ABE,CLT,1,0,0,92
1992,8,5,3,TW,HOU,JFK,2,7,17,226
2007,6,6,3,US,BOS,LGA,3,78,92,92
2000,10,6,5,DL,ATL,SEA,3,5,1,320
2007,7,26,4,OO,SJC,LAX,1,10,8,98
2007,5,29,2,DL,ORD,SLC,1,2,5,222
2005,1,11,2,OO,SLC,FAT,2,20,13,89
1989,9,9,6,DL,DTW,DFW,2,4,17,182
1994,8,14,7,UA,LGA,MIA,2,3,40,219
1992,11,7,6,US,CLT,MCO,2,7,15,93
1988,6,18,6,UA,SFO,LAX,2,3,2,75
1991,10,11,5,DL,CVG,EWR,3,3,8,114
2006,3,9,4,MQ,GRK,DFW,2,0,23,75
1995,2,23,4,US,PIT,SEA,1,2,32,342
1994,4,14,4,AS,PHX,SEA,1,0,30,200
1993,5,5,3,WN,STL,MDW,2,0,0,60
1991,5,23,4,UA,DEN,DTW,1,9,20,171
