Gender,Year,Major,GPA,FamilyIncome,Age,NoOfCourses,Country,Id
F,3,STAT,2.6,110000,22,2,CANADA,7657
M,4,CHEM,3.0,45000,23,5,RUSSIAN,7658
M,3,STAT,2.6,110000,21,2,AUS,7659
F,4,MATH,3.0,355000,24,5,CANADA,7660
F,1,MATH,1,295000,20,5,IND,7661
F,2,ECE,2.6,85000,22,5,JPN,7662
M,2,ECE,3.0,115000,20,3,CANADA,7663
M,4,PHY,3.6,90000,22,2,JPN,7664
F,1,ECE,2.5999999999999996,90000,20,6,BRAZIL,7665
F,4,PHY,3.2,60000,23,4,ENG,7666
M,1,ECE,3.0,120000,20,4,ENG,7667
F,1,MATH,1,265000,20,3,US,7668
F,3,CS,4,50000,23,6,IND,7669
F,4,ME,3.0,45000,23,5,IND,7670
M,2,STAT,1.4,115000,22,3,SPAIN,7671
M,3,CHEM,2.4,95000,21,3,FRANCE,7672
F,1,CS,1.4,150000,20,2,CHN,7673
F,4,PHY,2.8,30000,22,6,IND,7674
M,2,CHEM,1,70000,20,6,FRANCE,7675
M,3,ME,4.0,65000,23,5,CHN,7676
F,4,ECE,1,370000,24,6,KOR,7677
M,1,CHEM,2.8,280000,19,4,KOR,7678
M,4,STAT,3.4,75000,22,3,SPAIN,7679
F,2,ME,1.6,130000,22,2,US,7680
M,4,STAT,3.4,75000,22,3,BRAZIL,7681
F,1,PHY,2.8,295000,19,5,KOR,7682
F,4,STAT,3.0,45000,23,5,GER,7683
M,3,ECE,3.0,110000,23,2,BRAZIL,7684
M,1,CHEM,1,120000,21,4,GER,7685
F,3,ME,2.0,65000,22,5,RUSSIAN,7686
F,2,MATH,1.4,285000,21,3,FRANCE,7687
M,3,MATH,2.2,320000,23,4,US,7688
F,4,ME,2.8,30000,22,6,THAILAND,7689
M,3,CS,3.4,110000,21,2,SPAIN,7690
M,1,ME,1,105000,20,5,RUSSIAN,7691
F,1,MATH,1,280000,20,4,THAILAND,7692
F,1,CS,1.6,135000,21,3,RUSSIAN,7693
F,2,CHEM,1.7999999999999998,270000,20,2,KOR,7694
F,3,MATH,1,305000,21,3,KOR,7695
M,1,ME,1,90000,20,6,THAILAND,7696
M,3,ECE,2.4,65000,22,5,ENG,7697
F,1,MATH,1,280000,21,4,THAILAND,7698
M,2,ECE,3.2,130000,22,2,CANADA,7699
M,3,CHEM,1.7999999999999998,50000,22,6,GER,7700
M,2,ME,1.7999999999999998,315000,20,5,KOR,7701
M,3,ECE,2.8,95000,21,3,CANADA,7702
F,3,CHEM,2.6,110000,23,2,CANADA,7703
F,3,CHEM,2.4,95000,21,3,SPAIN,7704
M,2,PHY,1.4,115000,22,3,AUS,7705
M,3,PHY,2.6,110000,22,2,THAILAND,7706
F,1,MATH,1,295000,21,5,US,7707
F,4,CS,4,60000,22,4,AUS,7708
F,2,STAT,1,85000,22,5,GER,7709
M,4,STAT,3.4,75000,22,3,IND,7710
M,3,ECE,1,290000,23,2,KOR,7711
M,2,CHEM,1,70000,21,6,JPN,7712
F,4,ECE,2.4000000000000004,60000,24,4,SPAIN,7713
F,4,ME,4,90000,22,2,CHN,7714
M,4,MATH,3.6,310000,24,2,ENG,7715
M,1,ME,2.2,90000,19,6,CHN,7716
M,2,PHY,1.2,100000,20,4,AUS,7717
M,2,STAT,2.8,100000,22,4,CHN,7718
F,1,PHY,2.8,280000,19,4,KOR,7719
M,3,STAT,2.2,80000,22,4,BRAZIL,7720
M,4,MATH,3.0,355000,23,5,THAILAND,7721
F,4,ECE,2.6,75000,24,3,CANADA,7722
M,4,PHY,3.6,90000,23,2,SPAIN,7723
M,2,CHEM,1.2,100000,21,4,RUSSIAN,7724
F,1,CHEM,1,135000,20,3,RUSSIAN,7725
M,3,CS,3.6,95000,21,3,RUSSIAN,7726
F,4,CS,4,90000,23,2,IND,7727
F,3,PHY,2.0,65000,22,5,GER,7728
M,2,PHY,1.2,100000,22,4,SPAIN,7729
M,1,MATH,1,280000,21,4,BRAZIL,7730
M,3,CHEM,1,290000,23,2,KOR,7731
M,1,ME,2.0,105000,20,5,CHN,7732
M,4,ECE,2.4000000000000004,60000,24,4,JPN,7733
M,1,CHEM,1,120000,20,4,SPAIN,7734
F,3,PHY,2.4,95000,21,3,SPAIN,7735
F,3,PHY,1.7999999999999998,50000,21,6,JPN,7736
F,3,PHY,2.4,95000,21,3,JPN,7737
M,2,ME,1.4,115000,22,3,US,7738
F,2,CHEM,1.6,130000,21,2,SPAIN,7739
F,2,MATH,1,330000,21,6,SPAIN,7740
F,1,CS,1.6,135000,21,3,THAILAND,7741
M,3,ECE,2.8,95000,22,3,ENG,7742
F,1,CS,1.8,120000,20,4,US,7743
F,3,CS,3.4,110000,21,2,US,7744
M,4,ME,2.8,30000,24,6,ENG,7745
F,3,ME,2.4,95000,22,3,THAILAND,7746
M,3,CHEM,3.4,110000,21,2,CHN,7747
M,3,PHY,1,320000,21,4,KOR,7748
M,3,STAT,1,350000,22,6,KOR,7749
F,3,ECE,2.1999999999999997,50000,23,6,GER,7750
M,4,ECE,2.6,75000,24,3,JPN,7751
M,2,ECE,3.2,130000,21,2,US,7752
F,4,ME,2.8,30000,22,6,RUSSIAN,7753
M,1,STAT,1,90000,21,6,US,7754
F,4,CHEM,3.0,45000,24,5,THAILAND,7755
M,2,CS,3.0,85000,21,5,US,7756
M,1,ME,1,90000,19,6,IND,7757
M,2,ECE,3.2,130000,21,2,US,7758
M,1,ME,1,120000,21,4,US,7759
M,3,PHY,1.7999999999999998,50000,22,6,IND,7760
F,4,ME,3.2,60000,23,4,AUS,7761
M,4,PHY,4,60000,24,4,CHN,7762
F,1,CS,1.6,135000,19,3,CANADA,7763
M,4,STAT,3.4,75000,24,3,SPAIN,7764
F,1,MATH,1,280000,20,4,RUSSIAN,7765
M,4,CS,4,30000,24,6,THAILAND,7766
F,4,ME,3.6,90000,24,2,BRAZIL,7767
M,2,CS,2.8,100000,22,4,GER,7768
M,3,PHY,2.2,80000,23,4,BRAZIL,7769
M,1,ME,1,90000,19,6,FRANCE,7770
F,3,PHY,1,320000,22,4,KOR,7771
M,3,CS,4,50000,21,6,GER,7772
F,1,STAT,1,120000,20,4,JPN,7773
F,2,CS,2.8,100000,20,4,IND,7774
M,3,CHEM,3.4,110000,21,2,CHN,7775
F,4,PHY,4,90000,23,2,CHN,7776
M,2,MATH,1.6,270000,20,2,AUS,7777
M,3,STAT,2.6,110000,21,2,JPN,7778
F,1,ECE,4,120000,21,4,CHN,7779
F,2,ECE,2.8,100000,20,4,SPAIN,7780
F,2,STAT,1.4,115000,22,3,US,7781
F,1,PHY,1,90000,20,6,ENG,7782
M,2,STAT,1,70000,21,6,THAILAND,7783
F,4,ECE,2.4000000000000004,60000,22,4,AUS,7784
F,2,STAT,1.4,115000,22,3,US,7785
M,1,ME,1,135000,20,3,GER,7786
M,1,CS,2.0,105000,19,5,JPN,7787
M,2,ECE,2.6,85000,22,5,GER,7788
M,4,PHY,3.0,45000,23,5,GER,7789
F,1,ECE,2.5999999999999996,90000,19,6,RUSSIAN,7790
F,2,CS,2.4,130000,20,2,BRAZIL,7791
F,3,MATH,2.2,320000,21,4,GER,7792
M,3,CHEM,2.2,80000,21,4,AUS,7793
F,4,CS,1,355000,24,5,KOR,7794
M,4,CS,4,60000,22,4,BRAZIL,7795
F,1,PHY,1,90000,21,6,IND,7796
F,4,MATH,3.6,310000,22,2,FRANCE,7797
F,1,CS,1.8,120000,20,4,THAILAND,7798
M,1,PHY,1,150000,20,2,SPAIN,7799
M,1,CS,2.0,105000,20,5,RUSSIAN,7800
M,3,CS,3.8,80000,21,4,RUSSIAN,7801
M,3,ECE,2.5999999999999996,80000,22,4,BRAZIL,7802
M,3,STAT,2.4,95000,21,3,SPAIN,7803
F,4,ECE,2.2,45000,22,5,JPN,7804
F,2,MATH,1.4,285000,20,3,BRAZIL,7805
F,4,CHEM,3.4,75000,24,3,THAILAND,7806
F,3,PHY,2.4,95000,23,3,CANADA,7807
M,2,ME,1.6,130000,22,2,SPAIN,7808
F,2,ME,1,85000,21,5,SPAIN,7809
M,2,STAT,1.2,100000,21,4,THAILAND,7810
M,2,PHY,1.6,130000,22,2,JPN,7811
M,1,STAT,2.8,265000,21,3,KOR,7812
F,3,PHY,3.8,80000,23,4,CHN,7813
M,4,CHEM,2.8,30000,22,6,RUSSIAN,7814
F,1,CS,2.2,90000,19,6,CANADA,7815
M,2,MATH,1.6,270000,22,2,AUS,7816
M,3,STAT,2.2,80000,22,4,FRANCE,7817
M,2,CS,2.8,100000,20,4,ENG,7818
M,1,ME,1,105000,19,5,AUS,7819
M,2,CHEM,1.4,115000,22,3,FRANCE,7820
F,1,CS,1.4,150000,20,2,SPAIN,7821
M,1,ME,1,105000,19,5,US,7822
M,1,ECE,3.1999999999999997,135000,20,3,THAILAND,7823
F,3,ECE,2.1999999999999997,50000,21,6,GER,7824
M,1,ECE,3.4,150000,19,2,JPN,7825
M,1,ECE,2.8,105000,19,5,GER,7826
F,1,PHY,1,90000,21,6,US,7827
F,4,CS,4,60000,22,4,THAILAND,7828
M,3,CHEM,2.2,80000,21,4,RUSSIAN,7829
F,4,CHEM,3.0,45000,24,5,BRAZIL,7830
M,3,PHY,2.0,65000,21,5,ENG,7831
M,1,MATH,1,250000,20,2,CANADA,7832
F,3,ECE,3.0,110000,23,2,ENG,7833
M,3,MATH,2.4,305000,22,3,FRANCE,7834
M,1,CS,1.4,150000,20,2,RUSSIAN,7835
M,1,STAT,1,150000,19,2,CANADA,7836
F,4,CS,4,60000,24,4,CHN,7837
F,4,CHEM,3.4,75000,22,3,THAILAND,7838
F,1,CS,1.4,150000,21,2,IND,7839
M,2,ME,1.4,115000,22,3,SPAIN,7840
F,4,STAT,3.2,60000,23,4,IND,7841
M,3,ME,1.7999999999999998,50000,21,6,BRAZIL,7842
M,2,ME,1.6,130000,21,2,RUSSIAN,7843
M,2,ECE,3.0,115000,22,3,JPN,7844
M,2,CS,3.2,70000,22,6,FRANCE,7845
F,2,STAT,1.7999999999999998,315000,21,5,KOR,7846
M,3,CHEM,1.7999999999999998,50000,21,6,CANADA,7847
F,1,PHY,1.4,150000,19,2,CHN,7848
F,3,STAT,2.2,80000,22,4,CANADA,7849
F,3,PHY,2.4,95000,22,3,GER,7850
F,3,MATH,2.4,305000,23,3,CANADA,7851
F,2,STAT,1.6,130000,20,2,ENG,7852
M,1,ME,1,135000,20,3,RUSSIAN,7853
M,3,CS,3.4,110000,23,2,BRAZIL,7854
M,3,ECE,2.8,95000,23,3,AUS,7855
M,2,MATH,1.2,300000,20,4,US,7856
M,3,CS,4,50000,23,6,SPAIN,7857
M,3,ME,2.4,95000,22,3,FRANCE,7858
M,1,ECE,3.1999999999999997,135000,19,3,BRAZIL,7859
F,2,STAT,1.6,130000,20,2,JPN,7860
F,1,STAT,1,150000,20,2,RUSSIAN,7861
F,2,ECE,2.4,70000,21,6,US,7862
F,4,ME,2.8,30000,22,6,US,7863
M,3,CHEM,1.7999999999999998,50000,22,6,THAILAND,7864
M,3,ECE,2.4,65000,21,5,CANADA,7865
M,2,STAT,1.2,100000,20,4,JPN,7866
F,3,ECE,2.4,65000,22,5,AUS,7867
M,1,PHY,1,90000,21,6,CANADA,7868
F,4,PHY,3.4,75000,23,3,AUS,7869
M,1,CS,1.8,120000,19,4,CHN,7870
F,2,CHEM,1,85000,21,5,JPN,7871
M,4,CS,4,60000,22,4,AUS,7872
M,3,ECE,2.5999999999999996,80000,23,4,THAILAND,7873
M,4,MATH,2.8,370000,23,6,ENG,7874
F,3,CHEM,2.4,95000,23,3,US,7875
M,1,CHEM,2.2,90000,19,6,CHN,7876
F,2,PHY,1.4,115000,21,3,CANADA,7877
F,4,ME,3.2,60000,24,4,THAILAND,7878
F,4,ME,3.0,45000,22,5,ENG,7879
F,3,CS,3.6,95000,23,3,CANADA,7880
F,3,ECE,3.8,110000,23,2,CHN,7881
M,3,STAT,1,335000,23,5,KOR,7882
M,4,STAT,2.8,30000,24,6,JPN,7883
M,2,MATH,1,330000,20,6,BRAZIL,7884
M,3,PHY,1.7999999999999998,50000,21,6,GER,7885
M,4,PHY,4,75000,24,3,CHN,7886
F,2,PHY,1.2,100000,21,4,RUSSIAN,7887
F,2,ECE,1.7999999999999998,315000,21,5,KOR,7888
M,2,ME,1.7999999999999998,330000,20,6,KOR,7889
M,3,MATH,1,335000,22,5,KOR,7890
F,4,STAT,3.6,90000,23,2,BRAZIL,7891
M,2,ME,1.4,115000,22,3,FRANCE,7892
M,3,ECE,2.1999999999999997,50000,23,6,US,7893
M,4,PHY,3.4,75000,24,3,FRANCE,7894
M,2,ECE,2.8,100000,21,4,JPN,7895
M,4,PHY,3.0,45000,24,5,CANADA,7896
M,4,PHY,2.8,30000,22,6,SPAIN,7897
M,4,CHEM,2.8,30000,22,6,AUS,7898
M,4,PHY,3.0,45000,23,5,ENG,7899
F,3,PHY,3.6,95000,22,3,CHN,7900
F,2,ME,2.6,115000,21,3,CHN,7901
F,3,ECE,2.8,95000,21,3,SPAIN,7902
M,2,PHY,1.4,115000,21,3,JPN,7903
M,3,MATH,1.7999999999999998,350000,23,6,BRAZIL,7904
M,4,MATH,3.4,325000,24,3,THAILAND,7905
M,4,ECE,2.2,45000,24,5,GER,7906
M,2,ECE,1.7999999999999998,315000,22,5,KOR,7907
M,1,ECE,3.1999999999999997,135000,20,3,BRAZIL,7908
M,4,CS,4,30000,23,6,US,7909
F,2,CHEM,1.2,100000,21,4,THAILAND,7910
F,3,ME,1.7999999999999998,50000,22,6,AUS,7911
M,4,PHY,3.4,75000,24,3,THAILAND,7912
F,4,ME,3.4,75000,22,3,AUS,7913
M,4,STAT,3.0,45000,23,5,JPN,7914
F,1,CS,1.8,120000,19,4,FRANCE,7915
M,4,CHEM,1,310000,24,2,KOR,7916
F,3,ME,1.7999999999999998,50000,23,6,GER,7917
M,3,ECE,3.8,110000,21,2,CHN,7918
F,1,CS,2.2,90000,20,6,JPN,7919
M,1,ME,2.0,105000,21,5,CHN,7920
M,3,PHY,1,335000,22,5,KOR,7921
F,4,MATH,3.6,310000,23,2,THAILAND,7922
M,2,MATH,1.6,270000,22,2,CANADA,7923
F,4,CS,4,60000,24,4,CHN,7924
F,2,MATH,1.4,285000,22,3,ENG,7925
F,3,CHEM,2.2,80000,23,4,THAILAND,7926
M,2,ECE,2.4,70000,20,6,RUSSIAN,7927
F,1,ECE,2.5999999999999996,90000,21,6,ENG,7928
M,1,STAT,1,120000,19,4,BRAZIL,7929
F,4,CS,4,45000,23,5,JPN,7930
M,2,STAT,2.4,130000,21,2,CHN,7931
M,3,STAT,1.7999999999999998,50000,22,6,CANADA,7932
M,3,ME,2.2,80000,21,4,GER,7933
M,3,CS,4.0,65000,21,5,SPAIN,7934
M,4,CHEM,1,310000,24,2,KOR,7935
M,1,ECE,3.1999999999999997,135000,20,3,GER,7936
M,1,PHY,1,90000,21,6,CANADA,7937
M,3,ME,2.6,110000,22,2,US,7938
F,1,ECE,4,120000,21,4,CHN,7939
M,2,CS,2.4,130000,21,2,BRAZIL,7940
F,3,MATH,2.0,335000,22,5,THAILAND,7941
F,4,CS,4,75000,22,3,CANADA,7942
F,3,MATH,2.0,335000,21,5,ENG,7943
F,1,ECE,2.8,105000,21,5,AUS,7944
M,3,CHEM,2.2,80000,23,4,SPAIN,7945
M,3,CS,4,50000,22,6,CANADA,7946
F,2,CS,2.6,115000,22,3,CANADA,7947
M,4,MATH,2.8,370000,23,6,JPN,7948
M,2,MATH,1.4,285000,21,3,ENG,7949
F,2,ECE,3.2,130000,21,2,THAILAND,7950
M,3,ME,2.2,80000,23,4,GER,7951
F,3,PHY,2.6,110000,21,2,FRANCE,7952
M,3,PHY,1.7999999999999998,50000,21,6,FRANCE,7953
F,1,MATH,2.2,310000,20,6,CHN,7954
F,4,MATH,1,370000,23,6,KOR,7955
F,2,ME,1.4,115000,21,3,FRANCE,7956
M,1,CS,2.8,250000,19,2,KOR,7957
F,4,ECE,2.8000000000000003,90000,22,2,RUSSIAN,7958
F,1,ECE,2.5999999999999996,90000,20,6,FRANCE,7959
F,4,CS,4,75000,23,3,CHN,7960
M,4,CS,4,30000,22,6,GER,7961
M,2,MATH,1.7999999999999998,270000,22,2,KOR,7962
M,4,CS,4,90000,22,2,FRANCE,7963
M,3,MATH,2.0,335000,21,5,THAILAND,7964
F,2,STAT,1.6,130000,22,2,JPN,7965
M,2,CHEM,1.2,100000,21,4,AUS,7966
M,2,CS,2.6,115000,20,3,RUSSIAN,7967
M,2,CHEM,1,70000,22,6,BRAZIL,7968
F,2,ECE,2.6,85000,20,5,SPAIN,7969
F,1,PHY,1,120000,20,4,SPAIN,7970
M,4,PHY,3.4,75000,22,3,IND,7971
F,4,CHEM,3.0,45000,24,5,GER,7972
M,4,PHY,3.0,45000,24,5,US,7973
F,1,STAT,1,120000,21,4,IND,7974
F,3,STAT,2.6,110000,21,2,BRAZIL,7975
F,3,CS,4.0,65000,23,5,GER,7976
F,4,CHEM,3.0,45000,24,5,US,7977
M,3,CS,3.8,80000,21,4,BRAZIL,7978
F,2,STAT,1,85000,20,5,BRAZIL,7979
M,1,PHY,2.2,90000,20,6,CHN,7980
F,2,ECE,3.0,115000,21,3,JPN,7981
F,3,ECE,3.0,110000,22,2,BRAZIL,7982
M,1,ME,1,105000,21,5,US,7983
F,4,CS,4,45000,23,5,US,7984
F,2,CHEM,1.4,115000,22,3,FRANCE,7985
F,2,CS,2.6,115000,20,3,SPAIN,7986
M,3,CS,4.0,65000,21,5,THAILAND,7987
F,4,MATH,3.6,310000,24,2,FRANCE,7988
M,4,STAT,1,325000,24,3,KOR,7989
M,3,MATH,2.4,305000,23,3,FRANCE,7990
M,1,ME,1,120000,21,4,GER,7991
F,2,STAT,1.2,100000,20,4,AUS,7992
M,4,ECE,2.0,30000,24,6,AUS,7993
M,1,STAT,1.8,120000,21,4,CHN,7994
M,4,CHEM,3.6,90000,22,2,SPAIN,7995
F,4,MATH,3.0,355000,23,5,BRAZIL,7996
M,3,CS,3.4,110000,22,2,SPAIN,7997
M,1,CS,1.4,150000,19,2,SPAIN,7998
F,4,CHEM,2.8,30000,24,6,AUS,7999
F,3,CHEM,1.7999999999999998,50000,22,6,THAILAND,8000
M,3,STAT,2.2,80000,21,4,GER,8001
F,1,ME,1,120000,19,4,CANADA,8002
M,1,PHY,1,90000,20,6,CANADA,8003
M,1,STAT,1,90000,19,6,FRANCE,8004
M,1,STAT,1,120000,20,4,AUS,8005
M,4,MATH,3.2,340000,23,4,JPN,8006
F,1,CS,1.4,150000,21,2,US,8007
F,4,MATH,3.4,325000,24,3,IND,8008
M,1,MATH,1,280000,21,4,BRAZIL,8009
M,2,CS,3.0,85000,22,5,IND,8010
F,3,PHY,1,350000,21,6,KOR,8011
M,2,CS,3.0,85000,22,5,CANADA,8012
F,3,CS,4,50000,22,6,THAILAND,8013
M,4,CS,4,30000,23,6,US,8014
M,3,CS,4.0,65000,23,5,SPAIN,8015
F,2,STAT,1,85000,20,5,JPN,8016
F,1,ME,1,135000,20,3,US,8017
F,1,ME,2.8,310000,21,6,KOR,8018
F,4,CS,4,45000,22,5,IND,8019
M,1,PHY,1,90000,19,6,IND,8020
F,1,ME,1,90000,20,6,CANADA,8021
F,3,STAT,1,305000,22,3,KOR,8022
M,3,CS,1,320000,23,4,KOR,8023
M,1,CHEM,1,135000,21,3,JPN,8024
F,4,STAT,1,325000,23,3,KOR,8025
F,3,ECE,3.0,110000,22,2,BRAZIL,8026
M,1,PHY,1.6,135000,19,3,CHN,8027
F,3,PHY,2.4,95000,22,3,US,8028
F,2,STAT,1.7999999999999998,315000,20,5,KOR,8029
F,2,ECE,3.2,130000,21,2,JPN,8030
F,2,ECE,2.6,85000,20,5,ENG,8031
M,4,PHY,3.6,90000,22,2,CANADA,8032
F,4,STAT,3.0,45000,23,5,THAILAND,8033
M,3,CHEM,2.4,95000,21,3,CANADA,8034
M,4,STAT,4,45000,22,5,CHN,8035
M,4,PHY,2.8,30000,22,6,JPN,8036
M,3,PHY,2.2,80000,21,4,GER,8037
F,3,CS,1,305000,22,3,KOR,8038
F,2,ECE,2.8,100000,22,4,ENG,8039
F,1,CHEM,1,90000,19,6,IND,8040
F,3,CS,3.6,95000,23,3,FRANCE,8041
M,1,STAT,1,135000,19,3,THAILAND,8042
M,4,CS,4,75000,22,3,US,8043
F,4,STAT,3.2,60000,22,4,BRAZIL,8044
F,1,CHEM,1,135000,20,3,ENG,8045
F,1,STAT,1,150000,19,2,GER,8046
F,4,CS,4,60000,24,4,AUS,8047
F,2,ECE,2.8,100000,21,4,RUSSIAN,8048
F,1,CS,1.8,120000,19,4,IND,8049
F,1,STAT,1,135000,19,3,BRAZIL,8050
M,2,PHY,1,85000,20,5,RUSSIAN,8051
M,2,ME,1,70000,20,6,THAILAND,8052
M,4,CHEM,2.8,30000,24,6,US,8053
F,1,MATH,1,295000,20,5,CANADA,8054
M,1,ECE,4,120000,21,4,CHN,8055
M,1,ECE,3.0,120000,21,4,RUSSIAN,8056
M,1,ME,1,150000,19,2,THAILAND,8057
M,2,CS,2.8,100000,20,4,THAILAND,8058
M,3,PHY,3.8,80000,22,4,CHN,8059
M,2,CS,2.4,130000,20,2,RUSSIAN,8060
F,4,ECE,2.2,45000,24,5,CANADA,8061
F,4,CHEM,1,355000,22,5,KOR,8062
M,1,PHY,2.8,265000,21,3,KOR,8063
M,2,CS,3.0,85000,20,5,CHN,8064
F,4,PHY,4,30000,23,6,CHN,8065
F,3,STAT,2.6,110000,21,2,AUS,8066
M,1,PHY,1,105000,20,5,US,8067
F,3,MATH,1.7999999999999998,350000,23,6,US,8068
M,3,ECE,2.5999999999999996,80000,22,4,FRANCE,8069
M,1,CS,2.0,105000,21,5,IND,8070
F,3,CHEM,2.4,95000,23,3,JPN,8071
F,3,ECE,2.1999999999999997,50000,21,6,IND,8072
F,3,CHEM,2.2,80000,21,4,US,8073
M,3,ECE,2.1999999999999997,50000,23,6,GER,8074
M,2,STAT,1.4,115000,20,3,BRAZIL,8075
M,2,CS,3.2,70000,21,6,ENG,8076
M,1,CS,1.8,120000,21,4,THAILAND,8077
F,3,CHEM,4,50000,22,6,CHN,8078
F,3,CS,3.8,80000,22,4,US,8079
M,3,CS,3.8,80000,22,4,IND,8080
M,4,CHEM,1,355000,23,5,KOR,8081
M,4,MATH,3.6,310000,22,2,SPAIN,8082
F,2,STAT,1,85000,22,5,THAILAND,8083
F,3,CHEM,1.7999999999999998,50000,21,6,CANADA,8084
F,2,PHY,1,70000,22,6,SPAIN,8085
F,1,MATH,1,310000,19,6,AUS,8086
M,3,ECE,2.4,65000,22,5,CANADA,8087
F,3,ECE,2.1999999999999997,50000,21,6,GER,8088
M,4,STAT,4,75000,24,3,CHN,8089
M,1,MATH,1,265000,20,3,RUSSIAN,8090
M,1,MATH,1,310000,21,6,SPAIN,8091
F,4,ME,2.8,30000,22,6,THAILAND,8092
M,4,PHY,3.0,45000,23,5,THAILAND,8093
F,2,CS,2.6,115000,22,3,RUSSIAN,8094
F,4,CS,4,90000,24,2,SPAIN,8095
F,4,ME,3.2,60000,23,4,ENG,8096
F,4,STAT,3.0,45000,23,5,THAILAND,8097
M,4,STAT,3.6,90000,23,2,SPAIN,8098
M,1,MATH,1,295000,21,5,SPAIN,8099
F,2,MATH,1.6,270000,21,2,GER,8100
M,1,CHEM,1,90000,21,6,IND,8101
M,3,CS,4,50000,23,6,ENG,8102
F,2,PHY,1.2,100000,20,4,GER,8103
F,2,CHEM,1.6,130000,20,2,US,8104
F,1,PHY,1,90000,19,6,ENG,8105
M,2,STAT,1.2,100000,20,4,THAILAND,8106
M,4,CS,4,60000,24,4,GER,8107
M,3,ME,2.4,95000,21,3,AUS,8108
M,4,ECE,2.6,75000,24,3,RUSSIAN,8109
F,1,ECE,3.0,120000,19,4,GER,8110
M,4,ECE,2.6,75000,23,3,AUS,8111
M,4,PHY,3.0,45000,23,5,ENG,8112
M,2,MATH,1.6,270000,22,2,CANADA,8113
F,4,ME,3.6,90000,22,2,THAILAND,8114
M,3,STAT,2.0,65000,22,5,SPAIN,8115
F,2,CS,2.4,130000,21,2,IND,8116
F,3,ECE,2.8,95000,23,3,BRAZIL,8117
F,4,ECE,2.2,45000,23,5,IND,8118
M,4,MATH,2.8,370000,23,6,RUSSIAN,8119
F,1,ME,1,90000,19,6,THAILAND,8120
F,3,ECE,2.8,95000,23,3,US,8121
M,2,MATH,1,315000,21,5,JPN,8122
M,4,CS,4,75000,24,3,CHN,8123
F,3,MATH,2.0,335000,23,5,GER,8124
F,4,CHEM,3.4,75000,22,3,US,8125
F,1,PHY,1,150000,20,2,GER,8126
M,2,ECE,3.2,130000,21,2,JPN,8127
F,2,MATH,1.6,270000,20,2,AUS,8128
M,4,CS,4,60000,22,4,SPAIN,8129
F,2,STAT,1,85000,22,5,FRANCE,8130
F,2,CHEM,1.2,100000,21,4,RUSSIAN,8131
M,4,CS,4,30000,23,6,AUS,8132
M,4,ECE,2.4000000000000004,60000,23,4,ENG,8133
M,4,ME,3.6,90000,23,2,IND,8134
M,3,ECE,2.5999999999999996,80000,23,4,RUSSIAN,8135
M,1,ECE,2.5999999999999996,90000,21,6,ENG,8136
F,3,ECE,2.1999999999999997,50000,23,6,JPN,8137
M,2,PHY,2.4,130000,22,2,CHN,8138
F,4,CS,4,45000,24,5,US,8139
M,4,CHEM,3.2,60000,23,4,CANADA,8140
F,1,ECE,3.1999999999999997,135000,19,3,GER,8141
M,4,MATH,3.6,310000,23,2,GER,8142
M,3,MATH,2.6,290000,21,2,ENG,8143
F,3,STAT,2.6,110000,21,2,JPN,8144
F,1,ECE,2.5999999999999996,90000,21,6,SPAIN,8145
F,1,ME,1,120000,21,4,JPN,8146
M,3,STAT,2.4,95000,23,3,ENG,8147
M,3,PHY,2.0,65000,23,5,RUSSIAN,8148
F,4,CS,4,45000,24,5,GER,8149
F,2,ME,3.0,85000,21,5,CHN,8150
M,1,PHY,1,105000,21,5,US,8151
M,3,PHY,2.6,110000,23,2,RUSSIAN,8152
F,1,CHEM,1,120000,19,4,THAILAND,8153
M,4,CHEM,2.8,30000,23,6,ENG,8154
F,4,ME,2.8,30000,24,6,CANADA,8155
M,1,PHY,1,120000,21,4,US,8156
M,1,PHY,1,105000,21,5,US,8157
F,4,STAT,3.0,45000,24,5,FRANCE,8158
F,3,CHEM,2.2,80000,23,4,BRAZIL,8159
M,2,ME,1,85000,21,5,US,8160
M,2,ECE,3.2,130000,20,2,IND,8161
M,4,ECE,2.4000000000000004,60000,24,4,JPN,8162
F,4,PHY,3.6,90000,24,2,ENG,8163
M,4,ECE,1,370000,24,6,KOR,8164
M,3,CS,3.6,95000,22,3,ENG,8165
F,1,CS,2.2,90000,19,6,CHN,8166
M,4,PHY,2.8,30000,22,6,SPAIN,8167
F,4,MATH,2.8,370000,23,6,RUSSIAN,8168
F,3,MATH,1.7999999999999998,350000,21,6,RUSSIAN,8169
M,1,PHY,1,135000,20,3,SPAIN,8170
M,2,ECE,2.4,70000,22,6,CANADA,8171
F,1,PHY,1,150000,20,2,IND,8172
M,2,ECE,2.8,100000,20,4,BRAZIL,8173
F,4,STAT,1,310000,22,2,KOR,8174
M,2,STAT,1,70000,22,6,BRAZIL,8175
M,1,ECE,3.1999999999999997,135000,20,3,US,8176
M,4,STAT,3.0,45000,23,5,IND,8177
M,1,PHY,1,120000,21,4,GER,8178
M,2,STAT,1.6,130000,22,2,BRAZIL,8179
M,1,ME,1,120000,21,4,CANADA,8180
F,4,ECE,2.6,75000,22,3,JPN,8181
M,4,CS,4,45000,23,5,SPAIN,8182
F,2,MATH,1,330000,21,6,GER,8183
F,1,ME,1,90000,21,6,JPN,8184
