ID,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year
10479674,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,TRUE,1021,10,24,29,1153602,1892848,2016
10479675,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,1531,15,37,25,1142890,1904413,2016
10479676,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,633,6,6,49,1180207,1843746,2016
10479677,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,1531,15,37,25,1141741,1904839,2016
10479678,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,611,6,18,71,1164722,1852644,2016
10479679,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,1224,12,2,28,1166915,1899663,2016
10479682,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,TRUE,FALSE,1114,11,28,26,1147241,1901098,2016
10479684,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,513,5,9,49,1180871,1831871,2016
10479685,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2531,25,29,25,1138119,1907704,2016
10479686,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,925,9,11,61,1172058,1874857,2016
10479689,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1011,10,24,29,1147282,1892810,2016
10479690,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,823,8,13,65,1151297,1862201,2016
10479691,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1931,19,32,7,1165255,1916434,2016
10479696,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESTAURANT,FALSE,FALSE,122,1,42,32,1174702,1901555,2016
10479700,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1234,12,25,31,1163771,1891752,2016
10479701,CRIM SEXUAL ASSAULT,PREDATORY,DAY CARE CENTER,FALSE,FALSE,1812,18,43,7,1170599,1914495,2016
10479702,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1433,14,1,24,1165863,1908301,2016
10479703,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1121,11,27,23,1153483,1905125,2016
10479707,ARSON,BY FIRE,ALLEY,FALSE,FALSE,935,9,3,61,1172205,1871714,2016
10479710,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,FALSE,133,1,3,35,1176730,1886544,2016
10479711,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,FALSE,FALSE,1114,11,28,26,1149512,1901446,2016
10479713,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2515,25,29,19,1137055,1913421,2016
10479716,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,122,1,42,32,1174702,1901555,2016
10479718,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,611,6,17,71,1166703,1852814,2016
10479723,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,FALSE,FALSE,2431,24,49,1,1163488,1946347,2016
10479729,GAMBLING,GAME/AMUSEMENT DEVICE,OTHER,TRUE,FALSE,1632,16,36,17,1127424,1923430,2016
10479730,THEFT,OVER $500,STREET,FALSE,FALSE,1811,18,32,7,1164821,1915641,2016
10479734,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,TRUE,FALSE,1824,18,42,8,1175950,1908370,2016
10479737,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1431,14,1,22,1158820,1913933,2016
10479738,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,FALSE,FALSE,1431,14,1,22,1158820,1913933,2016
10479761,BATTERY,AGGRAVATED: HANDGUN,GAS STATION,FALSE,FALSE,2514,25,30,19,1138597,1916871,2016
10479766,ASSAULT,SIMPLE,STREET,FALSE,FALSE,915,9,11,60,1171827,1883467,2016
10479797,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,831,8,15,66,1155230,1859991,2016
10479807,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,311,3,20,40,,,2016
10479815,THEFT,OVER $500,APARTMENT,FALSE,TRUE,214,2,4,36,,,2016
10479818,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,613,6,21,71,,,2016
10479824,THEFT,OVER $500,STREET,FALSE,FALSE,1215,12,27,24,1167364,1905474,2016
10479825,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1234,12,25,31,1164282,1891765,2016
10479829,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,632,6,6,44,1183013,1849793,2016
10479831,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,413,4,8,47,1185820,1844033,2016
10479833,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,FALSE,FALSE,1022,10,24,29,1155604,1892683,2016
10479834,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,235,2,5,41,1184081,1868749,2016
10479835,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,1014,10,24,29,1151971,1891511,2016
10479836,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,123,1,2,32,1174838,1896647,2016
10479837,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1524,15,28,25,1140893,1904351,2016
10479843,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,331,3,5,43,1191765,1858563,2016
10479844,THEFT,OVER $500,STREET,FALSE,FALSE,1233,12,2,28,1167538,1892184,2016
10479860,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,923,9,14,63,1157968,1868409,2016
10479862,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1723,17,39,16,1150581,1926324,2016
10479864,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1723,17,39,16,1150673,1926528,2016
10479865,THEFT,OVER $500,STREET,FALSE,FALSE,1234,12,25,31,1164377,1891767,2016
10479874,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,934,9,16,61,,,2016
10479879,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1014,10,24,29,1150041,1889560,2016
10479887,THEFT,OVER $500,STREET,FALSE,FALSE,1431,14,1,22,1157572,1914937,2016
10479894,THEFT,OVER $500,APARTMENT,FALSE,FALSE,613,6,21,71,1170241,1849764,2016
10479898,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,1124,11,28,27,1156283,1898536,2016
10479906,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,,FALSE,FALSE,1234,12,25,31,1165800,1891996,2016
10479907,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,511,5,8,50,1185283,1839856,2016
10479916,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,1176817,1904214,2016
10479917,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1935,19,43,7,1169170,1917727,2016
10479923,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2032,20,47,3,1164437,1934261,2016
10479926,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2022,20,48,77,1167292,1937591,2016
10479933,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,911,9,12,58,1159433,1881362,2016
10479935,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1911,19,47,5,1159345,1928484,2016
10479937,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1935,19,43,7,1172054,1917205,2016
10479938,CRIMINAL TRESPASS,TO LAND,RESIDENCE,FALSE,FALSE,1932,19,32,7,1166545,1917173,2016
10479942,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,1232,12,25,28,1169791,1893234,2016
10479945,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1933,19,44,6,1169055,1921192,2016
10479948,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1233,12,2,28,1167732,1892862,2016
10479952,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,822,8,23,62,1150572,1870152,2016
10479954,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,835,8,18,70,1158147,1849801,2016
10479965,THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,112,1,42,32,1176389,1900258,2016
10479966,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,823,8,13,65,1152570,1864565,2016
10479967,OTHER OFFENSE,TELEPHONE THREAT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,713,7,16,67,1167069,1863447,2016
10479971,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,2413,24,50,2,1157128,1939753,2016
10479979,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2234,22,34,75,,,2016
10479988,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,APARTMENT,FALSE,TRUE,414,4,7,46,1192574,1852843,2016
10479997,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,235,2,5,41,1187238,1866172,2016
10480028,ASSAULT,SIMPLE,STREET,FALSE,FALSE,712,7,16,68,,,2016
10480037,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,FALSE,FALSE,112,1,42,32,1176461,1900405,2016
10480043,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1932,19,32,6,1165551,1920657,2016
10480055,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1023,10,28,29,,,2016
10480060,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,431,4,10,51,1195479,1838177,2016
10480065,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,2532,25,37,25,1139460,1911110,2016
10480068,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,925,9,3,37,1175000,1876652,2016
10480081,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1821,18,43,8,1172707,1910495,2016
10480088,CRIMINAL DAMAGE,TO VEHICLE,OTHER,FALSE,FALSE,114,1,42,32,1178704,1902452,2016
10480090,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1132,11,24,29,1149712,1895069,2016
10480106,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2534,25,37,23,1148345,1908996,2016
10480109,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,631,6,6,44,1180298,1851721,2016
10480113,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1634,16,38,15,1142086,1922799,2016
10480114,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,423,4,7,46,1194660,1847481,2016
10480115,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,1913,19,46,3,,,2016
10480116,THEFT,OVER $500,STREET,FALSE,FALSE,1214,12,27,24,,,2016
10480125,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2031,20,40,4,1156671,1932559,2016
10480133,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1024,10,22,30,1155099,1886977,2016
10480153,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1732,17,30,21,1149472,1921904,2016
10480187,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,FALSE,FALSE,431,4,7,51,1191911,1841058,2016
10480212,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2515,25,37,19,1140332,1915021,2016
10480240,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1633,16,38,15,1138178,1921709,2016
10480266,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2413,24,50,2,1156126,1940373,2016
10480279,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,623,6,6,69,1178495,1853674,2016
10480281,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1634,16,38,15,1143497,1922832,2016
10480282,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,114,1,42,32,1178301,1901977,2016
10480284,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1925,19,44,6,1171228,1921880,2016
10480286,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1232,12,25,28,1171275,1892913,2016
10480335,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,913,9,11,60,1168266,1886659,2016
10480354,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,713,7,15,67,1167035,1864738,2016
10480388,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1024,10,12,30,1155432,1886960,2016
10480389,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,623,6,17,69,1176598,1853928,2016
10480391,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,FALSE,FALSE,1024,10,12,30,1155432,1886960,2016
10480504,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,TRUE,FALSE,1831,18,42,8,1175699,1903302,2016
10480549,THEFT,$500 AND UNDER,HOTEL/MOTEL,FALSE,FALSE,624,6,6,69,1182886,1854560,2016
10480646,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,2011,20,40,4,1158999,1936653,2016
10480687,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,122,1,42,32,1174945,1900351,2016
10480689,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,2431,24,49,1,1166730,1946444,2016
10480706,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2515,25,37,19,1137027,1914264,2016
10480723,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,1533,15,28,25,1142328,1899543,2016
10480811,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,424,4,10,46,1199557,1847712,2016
10480842,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,FALSE,1213,12,1,24,1164578,1905657,2016
10480856,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,322,3,20,69,,,2016
10480879,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1633,16,38,15,1137396,1924686,2016
10480918,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,121,1,2,28,1172365,1899246,2016
10480989,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1414,14,35,22,1155813,1916363,2016
10481022,THEFT,OVER $500,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,2413,24,50,2,1156519,1941849,2016
10481037,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1912,19,47,4,1162175,1930776,2016
10481046,THEFT,FROM BUILDING,VEHICLE - DELIVERY TRUCK,FALSE,FALSE,1913,19,46,3,1168276,1930258,2016
10480904,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,611,6,21,71,1166407,1851466,2016
10481145,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,213,2,3,38,1177420,1876932,2016
10481326,ASSAULT,AGGRAVATED: OTHER FIREARM,STREET,FALSE,FALSE,421,4,7,43,,,2016
10481329,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,2424,24,49,1,,,2016
10481337,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1934,19,44,6,1171080,1919199,2016
10481350,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,712,7,16,68,1170625,1866730,2016
10481356,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,412,4,8,45,1189274,1847636,2016
10481433,THEFT,OVER $500,OTHER,FALSE,FALSE,1935,19,43,7,1171772,1917593,2016
10481493,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,423,4,7,46,1197253,1851083,2016
10481499,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,1224,12,27,28,1169973,1901141,2016
10481653,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,1224,12,27,28,1169973,1901141,2016
10481865,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,331,3,5,43,,,2016
10481872,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1925,19,44,6,1171681,1921688,2016
10481877,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,1632,16,38,17,1129956,1927477,2016
10481886,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,213,2,3,35,1176885,1881094,2016
10481897,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2222,22,21,71,,,2016
10481905,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,OTHER,FALSE,FALSE,331,3,5,41,1189729,1867390,2016
10481913,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,414,4,8,46,1190593,1852136,2016
10481960,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,232,2,20,40,1177694,1866997,2016
10482086,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,2234,22,34,75,,,2016
10482128,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,314,3,5,42,1187570,1863935,2016
10482164,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1623,16,45,15,1141905,1929780,2016
10482167,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1211,12,1,24,,,2016
10482176,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,1225,12,2,28,1160842,1898642,2016
10482244,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1931,19,32,5,1161796,1921011,2016
10482311,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,632,6,6,44,1182730,1849012,2016
10482591,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1132,11,28,26,1149469,1898379,2016
10482613,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,DAY CARE CENTER,FALSE,FALSE,1931,19,32,7,1165212,1917684,2016
10482862,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1832,18,42,8,1176127,1905362,2016
10483199,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1223,12,2,28,1162157,1899523,2016
10483343,ASSAULT,SIMPLE,AIRPORT PARKING LOT,FALSE,FALSE,1653,16,41,76,1101811,1934419,2016
10483355,THEFT,$500 AND UNDER,TAXICAB,FALSE,FALSE,1651,16,41,76,1100317,1935229,2016
10483554,OTHER OFFENSE,HARASSMENT BY TELEPHONE,GOVERNMENT BUILDING/PROPERTY,FALSE,TRUE,121,1,42,28,1172231,1900286,2016
10483647,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,931,9,16,61,1164202,1871346,2016
10263569,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ABANDONED BUILDING,TRUE,FALSE,1121,11,27,23,,,2015
10483694,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1424,14,1,24,1164271,1908999,2016
10483778,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,FALSE,FALSE,1032,10,22,30,1154357,1886530,2016
10483797,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1722,17,39,16,1148286,1928262,2016
10484192,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,726,7,15,67,,,2016
10484547,THEFT,OVER $500,CONSTRUCTION SITE,FALSE,FALSE,1922,19,44,6,,,2016
10483965,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,TRUE,TRUE,2213,22,19,72,1166995,1841423,2016
10482240,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,TRUE,TRUE,624,6,8,44,1184269,1852603,2016
10485064,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,FALSE,FALSE,132,1,2,33,,,2016
10485730,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,FALSE,FALSE,2531,25,29,25,,,2016
10485846,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1935,19,43,7,,,2016
10485861,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1212,12,32,24,,,2015
10485888,THEFT,$500 AND UNDER,BANK,FALSE,FALSE,825,8,15,66,,,2016
10485992,OTHER OFFENSE,TELEPHONE THREAT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,2433,24,40,77,,,2016
10486086,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,FALSE,FALSE,2531,25,29,25,,,2016
10486096,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,1834,18,42,8,,,2016
10485980,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,2412,24,50,2,1156443,1944549,2016
10486147,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1622,16,38,15,1133199,1929538,2015
10486168,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1232,12,2,28,,,2016
10486174,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,524,5,34,53,,,2016
10486177,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,FALSE,FALSE,413,4,8,48,,,2016
10486184,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2013,20,48,77,,,2016
10486231,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,FALSE,FALSE,2213,22,19,72,,,2016
10486253,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,433,4,10,52,,,2016
10486255,BATTERY,SIMPLE,RESIDENCE,FALSE,TRUE,431,4,7,51,,,2016
10486189,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,433,4,10,55,1199094,1818375,2015
10486226,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1935,19,43,7,1172796,1917209,2015
10486252,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1914,19,46,3,1169167,1931739,2015
10486305,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,2525,25,26,22,1151096,1913695,2015
10486370,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,531,5,9,49,1180894,1831105,2015
10486193,NARCOTICS,ALTER/FORGE PRESCRIPTION,MEDICAL/DENTAL OFFICE,TRUE,FALSE,2233,22,34,75,1172908,1832966,2016
10486659,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,211,2,4,35,,,2014
22415,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1111,11,28,25,1144627,1904218,2016
22416,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2515,25,37,19,1137560,1913770,2016
10486898,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1831,18,42,8,1173133,1903693,2016
10486922,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,922,9,12,58,1159442,1875124,2015
10514146,OTHER OFFENSE,TELEPHONE THREAT,STREET,FALSE,TRUE,1633,16,38,15,1136211,1925986,2016
10514150,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,725,7,15,67,1165446,1862004,2016
10514156,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,FALSE,FALSE,1932,19,32,7,1167380,1918061,2016
10514160,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,FALSE,TRUE,911,9,12,59,1160556,1882431,2016
10514163,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,931,9,20,61,1165622,1872872,2016
10514170,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1925,19,46,6,1171479,1925995,2016
10514171,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1433,14,1,24,1165866,1908247,2016
10514179,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,1135,11,28,29,1157861,1895042,2016
10514182,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1631,16,36,17,1126770,1923319,2016
10514183,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,914,9,11,60,1173442,1886032,2016
10514184,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2033,20,48,3,1167776,1934286,2016
10514185,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2532,25,37,25,1141438,1909153,2016
10514187,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,2023,20,48,77,1167347,1935654,2016
10514190,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1532,15,28,25,1144008,1900064,2016
10514191,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,824,8,16,63,1158689,1866500,2016
10514192,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,725,7,17,67,1167130,1861383,2016
10514194,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,313,3,20,42,1181603,1865082,2016
10514197,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,212,2,4,36,1181307,1881665,2016
10514198,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,213,2,3,35,1177529,1880322,2016
10514201,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,511,5,8,50,1185916,1840712,2016
10514202,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,FALSE,FALSE,2534,25,37,23,1147893,1908321,2016
10514203,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE,TRUE,TRUE,731,7,6,69,1175860,1857623,2016
10514205,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,1821,18,43,8,1172575,1910944,2016
